charts/episodic_return,losses/approx_kl,_timestamp,losses/clipfrac,losses/old_approx_kl,losses/explained_variance,losses/entropy,losses/value_loss,charts/episodic_length,losses/policy_loss,_runtime,_step,global_step,charts/learning_rate,charts/SPS
,1.0242685675621033e-05,1763260335.7467387,0.0,0.0006568245589733124,-0.2202688455581665,0.5277321338653564,0.0005847013671882451,,0.0011477842926979065,280.9623727798462,2949,277248,0.00013371735985856503,1086.0
,0.00024087540805339813,1763260336.8695166,0.0,0.00099199078977108,-0.016734838485717773,0.532382607460022,0.00020190102804917842,,0.003836344927549362,282.08515071868896,2960,278400,0.00013302611478138715,1085.0
500.0,,1763260338.1734653,,,,,,500.0,,283.38909935951233,2975,279905,,
,0.0006071003153920174,1763260339.5606773,0.0,-0.004091224633157253,-0.04838907718658447,0.551386833190918,0.000310088275000453,,0.00048197805881500244,284.7763113975525,2989,281344,0.00013125959958415478,1085.0
,0.00033446401357650757,1763260340.2383869,0.0,-0.0003392435610294342,-0.3666473627090454,0.5107674598693848,0.005026047118008137,,0.0019069761037826538,285.45402097702026,2997,282112,0.00013079876953270286,1086.0
,0.00029361993074417114,1763260341.5645165,0.0,0.00635710172355175,5.0902366638183594e-05,0.5743843913078308,384.41680908203125,,-0.008540082722902298,286.78015065193176,3011,283520,0.00012995391443837434,1085.0
,0.00018321722745895386,1763260345.2990544,0.0,-0.006756234914064407,0.02606278657913208,0.5799397230148315,0.004107899963855743,,-0.00031387992203235626,290.5146884918213,3051,287616,0.0001274961541639641,1086.0
,5.272869020700455e-05,1763260345.5244927,0.0,-0.003810484893620014,0.015819907188415527,0.5646555423736572,0.00021233352890703827,,-6.35981559753418e-05,290.7401268482208,3053,287872,0.00012734254414681345,1086.0
,1.0916031897068024e-05,1763260346.688648,0.0,0.0008045649155974388,-0.021120667457580566,0.49944138526916504,0.003335848916321993,,0.00043947063386440277,291.9042820930481,3066,289152,0.00012657449406106025,1086.0
,2.634432166814804e-05,1763260347.0607278,0.0,-0.0021998966112732887,0.02739018201828003,0.5174978971481323,0.004806025885045528,,-6.111711263656616e-05,292.27636194229126,3070,289536,0.0001263440790353343,1086.0
500.0,,1763260348.2548451,,,,,,500.0,,293.4704792499542,3083,290905,,
500.0,,1763260349.6385496,,,,,,500.0,,294.85418367385864,3098,292405,,
500.0,,1763260350.1184895,,,,,,500.0,,295.3341236114502,3103,292905,,
,0.00014329049736261368,1763260352.1006372,0.0,0.0019582556560635567,-1.2182981967926025,0.5269662737846375,0.012458663433790207,,0.0004468616098165512,297.31627130508423,3127,295040,0.00012304147821851075,1086.0
,8.524302393198013e-05,1763260352.3251321,0.0,0.00037428271025419235,-0.1805858612060547,0.5504888296127319,0.0007786283968016505,,-0.0050820037722587585,297.54076623916626,3129,295296,0.0001228878682013601,1086.0
,0.0003389241173863411,1763260353.3714926,0.0,-0.008351455442607403,-9.906291961669922e-05,0.6000000238418579,1131.0172119140625,,-0.002269455697387457,298.58712673187256,3141,296448,0.00012219662312418222,1086.0
,0.0019829878583550453,1763260353.5974257,0.0,0.011063211597502232,0.07790219783782959,0.5188857316970825,0.0006563925417140126,,-0.023848123848438263,298.81305980682373,3143,296704,0.00012204301310703158,1086.0
,7.122382521629333e-05,1763260353.825044,0.0,-0.0026439353823661804,1.6570091247558594e-05,0.5996745228767395,969.141845703125,,0.0031903665512800217,299.040678024292,3146,296960,0.00012188940308988094,1086.0
,0.0002959165722131729,1763260355.2424564,0.0,-0.0020439215004444122,-2.9206275939941406e-05,0.5762543678283691,391.8202209472656,,0.00022587180137634277,300.45809054374695,3161,298496,0.0001209677429869771,1086.0
,6.656069308519363e-05,1763260356.1811461,0.0,-0.00034221913665533066,-0.06050717830657959,0.5155742168426514,0.004785413853824139,,-0.0016135796904563904,301.39678025245667,3170,299520,0.00012035330291837454,1086.0
500.0,,1763260357.3689992,,,,,,500.0,,302.5846333503723,3183,300880,,
500.0,,1763260357.8175313,,,,,,500.0,,303.0331654548645,3188,301380,,
500.0,,1763260360.5310867,,,,,,500.0,,305.74672079086304,3217,304380,,
,0.00031146034598350525,1763260361.1618843,0.0,0.001821497455239296,-0.03059375286102295,0.5639771223068237,0.003848997876048088,,0.0007061921060085297,306.37751841545105,3224,305024,0.00011705069482559338,1086.0
,0.00010545831173658371,1763260363.2623546,0.0,0.0057389261201024055,-0.07168352603912354,0.6186854839324951,0.0006985450745560229,,0.0012966804206371307,308.4779887199402,3247,307328,0.00011566820467123762,1086.0
,0.0001593269407749176,1763260363.5311546,0.0,-0.0035626180469989777,0.04522937536239624,0.5446786880493164,0.005155128892511129,,0.0017913542687892914,308.7467887401581,3250,307584,0.00011551459465408698,1086.0
,0.0002535330131649971,1763260363.7542195,0.0,0.004829089157283306,-0.05067145824432373,0.5811462998390198,0.0003090791869908571,,-0.004744134843349457,308.96985363960266,3252,307840,0.00011536098463693634,1086.0
122.0,,1763260363.901704,,,,,,122.0,,309.117338180542,3255,308058,,
,0.00010264851152896881,1763260364.2093089,0.0,0.0008359327912330627,-0.07092058658599854,0.663303017616272,0.010566872544586658,,-8.612498641014099e-05,309.4249429702759,3259,308352,0.00011505376460263506,1086.0
,9.654276072978973e-05,1763260365.1485076,0.0,-0.0006083380430936813,-0.10648393630981445,0.549030601978302,0.022328052669763565,,-0.0006407015025615692,310.364141702652,3272,309376,0.0001144393245340325,1086.0
,0.00027046259492635727,1763260365.3738604,0.0,0.0030345721170306206,-1.2662360668182373,0.5025908946990967,0.03263968974351883,,0.006189078092575073,310.5894944667816,3275,309632,0.00011428571451688185,1086.0
,4.71603125333786e-05,1763260365.5211535,0.0,-8.695386350154877e-05,-0.25763046741485596,0.5689261555671692,0.012284060008823872,,0.001090608537197113,310.73678755760193,3276,309760,0.00011420890950830653,1086.0
202.0,,1763260366.9627783,,,,,,202.0,,312.17841243743896,3296,311377,,
,0.00027888547629117966,1763260367.2693603,0.0,-0.0016418518498539925,-1.0566697120666504,0.5133004188537598,0.05728211998939514,,-0.003192596137523651,312.4849944114685,3299,311680,0.00011305683437967673,1086.0
,0.0004802364856004715,1763260370.7924423,0.0,0.005901530385017395,-1.8686065673828125,0.4918990731239319,0.002792663872241974,,-0.004272546619176865,316.00807642936707,3338,315520,0.00011075269139837474,1086.0
,6.921961903572083e-05,1763260371.950325,0.0,0.0006354358047246933,0.07510596513748169,0.5383382439613342,0.0006425978499464691,,0.0013028550893068314,317.16595911979675,3351,316800,0.00010998464131262153,1086.0
,0.0010966602712869644,1763260372.512323,0.0,0.020171798765659332,0.06329649686813354,0.5915724635124207,0.0003217436315026134,,-0.01359868049621582,317.72795701026917,3357,317440,0.00010960061626974493,1087.0
,0.00046470295637845993,1763260372.738676,0.0,-0.0013192230835556984,-0.01038825511932373,0.5798459053039551,0.003117238637059927,,-0.005974717438220978,317.9543101787567,3360,317696,0.00010944700625259429,1087.0
,0.0006424169987440109,1763260376.2593012,0.0,0.002473078668117523,2.8252601623535156e-05,0.5221034288406372,1657.6182861328125,,0.003902032971382141,321.47493529319763,3398,321536,0.00010714285599533468,1087.0
