charts/SPS,losses/clipfrac,charts/episodic_length,losses/approx_kl,_step,losses/value_loss,losses/entropy,charts/learning_rate,losses/old_approx_kl,_runtime,charts/episodic_return,global_step,losses/explained_variance,losses/policy_loss,_timestamp
757.0,0.0,,1.3597309589385986e-07,4851,0.0025928758550435305,0.5919352769851685,1.589861676620785e-05,-0.00014656409621238708,651.4379758834839,,473600,-0.03932082653045654,6.53248280286789e-05,1763260709.8980079
758.0,0.0,,1.4854595065116882e-06,4852,0.001781705068424344,0.5940979719161987,1.582181175763253e-05,-8.336268365383148e-06,651.5474963188171,,473728,-0.15436363220214844,-0.00039861537516117096,1763260710.0075283
,,500.0,,4859,,,,,652.1607542037964,500.0,474422,,,1763260710.6207862
758.0,0.0,,9.480863809585571e-07,4867,0.001667083241045475,0.5847395658493042,1.4900153473718092e-05,-5.3044408559799194e-05,652.9504373073578,,475264,-0.4421536922454834,-0.00017827749252319336,1763260711.4104693
758.0,0.0,,1.2104399502277374e-05,4868,0.0015891692601144314,0.5821008682250977,1.4823348465142772e-05,0.0004736529663205147,653.0634694099426,,475392,-0.04086196422576904,-0.0013373494148254395,1763260711.5235014
759.0,0.0,,4.209578037261963e-06,4874,0.0017803922528401017,0.6067276000976562,1.4516129340336192e-05,-0.0006453618407249451,653.5250635147095,,475904,-0.0314251184463501,-3.950297832489014e-05,1763260711.9850955
759.0,0.0,,9.63546335697174e-06,4878,0.0027176167350262403,0.5259383320808411,1.4285714314610232e-05,0.0009119194000959396,653.9192397594452,,476288,-3.012200355529785,-0.0012382939457893372,1763260712.3792717
759.0,0.0,,1.082196831703186e-06,4882,200.99691772460938,0.6022940874099731,1.4055299288884271e-05,-0.00020890682935714722,654.2734496593475,,476672,1.2099742889404297e-05,-0.0002070218324661255,1763260712.7334816
,,500.0,,4915,,,,,657.3330159187317,500.0,480099,,,1763260715.793048
,,500.0,,4920,,,,,657.7912340164185,500.0,480599,,,1763260716.251266
761.0,0.0,,2.7259811758995056e-06,4932,0.0017633314710110426,0.603961706161499,1.0983102583850268e-05,0.0003883996978402138,658.9148445129395,,481792,-0.06493592262268066,-0.0005176346749067307,1763260717.3748765
762.0,0.0,,1.5832483768463135e-06,4933,0.0014156284742057323,0.6078791618347168,1.0906297575274948e-05,1.9371509552001953e-06,659.0302069187164,,481920,-0.04246711730957031,9.18954610824585e-05,1763260717.490239
762.0,0.0,,1.578591763973236e-06,4939,0.0014251070097088814,0.5701740980148315,1.0522273441893049e-05,0.0003413362428545952,659.6183054447174,,482560,-0.0257948637008667,4.1682273149490356e-05,1763260718.0783374
762.0,0.0,,5.699694156646729e-07,4946,238.44839477539062,0.5476913452148438,1.0138248399016447e-05,-2.8856098651885986e-05,660.2193264961243,,483200,7.861852645874023e-05,0.00010254420340061188,1763260718.6793585
763.0,0.0,,5.559995770454407e-07,4953,0.0013384047197178006,0.625277042388916,9.677419257059228e-06,0.0003229724243283272,660.8857684135437,,483968,-0.05137491226196289,-5.390681326389313e-05,1763260719.3458004
763.0,0.0,,3.8929283618927e-07,4958,0.0012281837407499552,0.6209475994110107,9.370200132252648e-06,0.0004219692200422287,661.3673341274261,,484480,-0.2014448642730713,-5.8144330978393555e-05,1763260719.827366
763.0,0.0,,1.0868534445762634e-06,4963,0.0012382627464830875,0.6182914972305298,9.062980097951367e-06,0.00028618890792131424,661.813396692276,,484992,-0.3508422374725342,8.063763380050659e-05,1763260720.2734287
763.0,0.0,,6.174668669700623e-07,4971,0.0014562387950718403,0.5898415446281433,8.602150955994148e-06,-6.234552711248398e-05,662.5338246822357,,485760,-0.39158058166503906,-0.0001191161572933197,1763260720.9938567
763.0,0.0,,1.5273690223693848e-06,4972,0.0012425074819475412,0.5179646611213684,8.525345947418828e-06,-0.00015029683709144592,662.6451697349548,,485888,-0.06836044788360596,-0.0006438195705413818,1763260721.1052017
764.0,0.0,,2.421438694000244e-07,4978,0.0018149511888623238,0.5777349472045898,8.218125913117547e-06,-6.773136556148529e-05,663.0903959274292,,486400,-0.02498483657836914,-1.9718892872333527e-05,1763260721.550428
,,500.0,,4981,,,,,663.3727042675018,500.0,486722,,,1763260721.8327363
764.0,0.0,,5.587935447692871e-07,4989,0.0014874618500471115,0.5996061563491821,7.526881745434366e-06,-0.00016879849135875702,664.1270945072174,,487552,-0.8205913305282593,6.183423101902008e-05,1763260722.5871265
765.0,0.0,,1.689419150352478e-06,4994,0.0015724583063274622,0.5676690936088562,7.219662165880436e-06,-0.0002584308385848999,664.6117660999298,,488064,-0.48298096656799316,0.00012226775288581848,1763260723.071798
,,500.0,,5008,,,,,665.661242723465,500.0,489227,,,1763260724.1212747
765.0,0.0,,3.082677721977234e-07,5013,267.9207763671875,0.5609263777732849,6.221197963895975e-06,-5.212612450122833e-06,666.1094863414764,,489728,0.00010371208190917969,-4.1287392377853394e-05,1763260724.5695183
765.0,0.0,,7.711350917816162e-07,5015,0.0015155889559537172,0.5309154391288757,6.067588401492685e-06,0.00024402514100074768,666.3316056728363,,489984,0.011836469173431396,-0.0002846941351890564,1763260724.7916377
767.0,0.0,,3.259629011154175e-07,5039,0.0015391031047329307,0.5971647500991821,4.608295057551004e-06,0.00018829293549060822,668.6082003116608,,492416,-0.03184103965759277,8.556246757507324e-05,1763260727.0682323
,,500.0,,5071,,,,,671.4934756755829,500.0,495727,,,1763260729.9535077
