charts/SPS,_timestamp,charts/episodic_length,global_step,losses/old_approx_kl,losses/value_loss,losses/clipfrac,losses/policy_loss,_step,charts/learning_rate,losses/entropy,charts/episodic_return,losses/explained_variance,losses/approx_kl,_runtime
1097.0,1763260386.5677376,,403712,0.007886202074587345,0.0022213526535779238,0.001953125,-0.007624715566635132,4661,5.783410233561881e-05,0.3238229751586914,,0.5208835005760193,0.003535945899784565,374.8110284805298
1097.0,1763260387.837139,,405120,0.004837150685489178,0.0007792376563884318,0.001953125,0.004248020239174366,4675,5.6989247241290286e-05,0.316454142332077,,0.8693748712539673,0.002508164383471012,376.0804297924042
1097.0,1763260389.3252783,,406784,0.004539890214800835,0.0020846324041485786,0.015625,-0.004431508481502533,4691,5.599078212981112e-05,0.13304957747459412,,0.0744447112083435,0.002552822232246399,377.5685691833496
1097.0,1763260390.9622939,,408576,-0.00015564542263746262,0.0017176212277263403,0.0,0.0019903965294361115,4709,5.491551564773545e-05,0.24034491181373596,,0.9503988027572632,7.567461580038071e-05,379.2055847644806
1097.0,1763260391.29677,,408960,0.010636838153004646,0.0026856905315071344,0.009765625,-0.025309622287750244,4713,5.4685100622009486e-05,0.2191428542137146,,0.9893065094947815,0.0027319882065057755,379.5400609970093
1097.0,1763260393.6444113,,411520,0.0007942868396639824,0.006823719944804907,0.0,-0.0014298437163233757,4738,5.314900045050308e-05,0.1948067843914032,,0.903330385684967,0.00040083471685647964,381.8877022266388
1097.0,1763260393.7563796,,411648,0.005293095484375954,0.003224610351026058,0.0,-0.0072736553847789764,4739,5.307219544192776e-05,0.1275819092988968,,0.1801491379737854,0.00043338164687156677,381.9996705055237
,1763260393.8804445,500.0,411810,,,,,4741,,,500.0,,,382.12373542785645
1097.0,1763260394.1259367,,412032,0.003409814089536667,0.0059448243118822575,0.0,-0.0031091533601284027,4743,5.28417804162018e-05,0.2102426439523697,,0.9240007400512695,0.000491732731461525,382.3692276477814
1097.0,1763260396.7559733,,414976,-0.0014618337154388428,0.0035213218070566654,0.0,0.0009505748748779297,4772,5.107526885694824e-05,0.2193354368209839,,0.876347541809082,8.159130811691284e-05,384.9992642402649
1097.0,1763260398.0169177,,416384,-6.052665412425995e-06,0.005950873717665672,0.0,3.2992102205753326e-05,4786,5.023041376261972e-05,0.20600198209285736,,0.015390217304229736,1.492910087108612e-06,386.26020860671997
1097.0,1763260398.1593132,,416512,0.0026170825585722923,0.0046498277224600315,0.0,-0.00580232311040163,4787,5.01536087540444e-05,0.28888681530952454,,0.8956959247589111,0.000494656153023243,386.4026041030884
1097.0,1763260398.277714,,416640,-0.0002951500937342644,0.0014939591055735946,0.0,-0.00020658224821090698,4788,5.007680374546908e-05,0.22854050993919373,,0.5471854209899902,1.8741004168987274e-05,386.5210049152374
1097.0,1763260398.9461303,,417408,0.0023039840161800385,35.044891357421875,0.0,0.00357867032289505,4796,4.961597369401716e-05,0.12435054033994675,,0.019302308559417725,7.447600364685059e-05,387.1894211769104
1097.0,1763260399.3174763,,417792,0.007499081082642078,0.0012532561086118221,0.0,-0.0059980228543281555,4799,4.938556230627e-05,0.2365090548992157,,0.2526663541793823,0.0003621680662035942,387.5607671737671
1097.0,1763260399.874297,,418432,0.010630342178046703,140.26022338867188,0.0,0.0016290508210659027,4806,4.90015372633934e-05,0.15818417072296143,,0.023753643035888672,0.001278209500014782,388.1175878047943
,1763260400.1371112,500.0,418810,,,,,4809,,,500.0,,,388.3804020881653
1097.0,1763260400.5805063,,419200,0.0030899588018655777,0.0031625498086214066,0.0,-0.006232954561710358,4813,4.854070721194148e-05,0.2050962597131729,,-1.0935018062591553,0.0006052348762750626,388.82379722595215
1098.0,1763260404.039273,,423040,0.00044221244752407074,0.005436887498944998,0.0,-0.0029485169798135757,4851,4.623656059266068e-05,0.21179655194282532,,0.8779377341270447,0.00014163367450237274,392.28256392478943
1098.0,1763260406.1130717,,425344,-0.0001566791906952858,36.87810516357422,0.0,-0.0002006925642490387,4874,4.4854070438304916e-05,0.22574639320373535,,0.00999140739440918,8.226372301578522e-06,394.35636258125305
,1763260406.4771128,500.0,425810,,,,,4878,,,500.0,,,394.72040367126465
1098.0,1763260406.9294882,,426240,-0.0035808971151709557,0.0017918586963787675,0.0,-0.003464970737695694,4882,4.4316435378277674e-05,0.291705846786499,,0.5525735020637512,0.002012631855905056,395.17277908325195
1098.0,1763260410.381853,,430080,0.0012425733730196953,0.0024251791182905436,0.0,-0.0014446675777435303,4920,4.2012288758996874e-05,0.17936170101165771,,0.4099559783935547,0.00036014895886182785,398.6251440048218
,1763260411.443699,500.0,431310,,,,,4932,,,500.0,,,399.6869897842407
1098.0,1763260411.5285916,,431360,-0.0011020516976714134,0.012355618178844452,0.0,-0.003079630434513092,4933,4.124423867324367e-05,0.30238792300224304,,0.022694647312164307,5.181971937417984e-05,399.7718825340271
1098.0,1763260412.1210175,,432000,0.0055655743926763535,0.004570990800857544,0.0,-0.007050558924674988,4939,4.086021363036707e-05,0.1373448669910431,,0.9849292635917664,0.00020758435130119324,400.36430835723877
1098.0,1763260412.8187757,,432768,0.0006653387099504471,0.0014706975780427456,0.0,-0.0016770288348197937,4946,4.0399387216893956e-05,0.2043331116437912,,0.4336506128311157,0.001119948923587799,401.0620665550232
1098.0,1763260413.3782897,,433408,0.005565338768064976,34.04851150512695,0.0,0.019068468362092972,4953,4.0015362174017355e-05,0.2393212467432022,,0.02944040298461914,0.0016023525968194008,401.6215806007385
1098.0,1763260413.8555355,,433920,0.001666877418756485,139.0135498046875,0.0,0.0002828240394592285,4958,3.9708142139716074e-05,0.14927977323532104,,0.03415369987487793,3.13296914100647e-05,402.09882640838623
1098.0,1763260414.3032813,,434432,0.002365345135331154,0.005168121308088303,0.0,-0.0027745533734560013,4963,3.940092210541479e-05,0.10131549835205078,,0.02506089210510254,8.032098412513733e-05,402.54657220840454
,1763260415.0423486,500.0,435310,,,,,4971,,,500.0,,,403.28563952445984
1098.0,1763260415.117923,,435328,0.00013162847608327866,0.48936960101127625,0.0,1.2053176760673523e-05,4972,3.886328704538755e-05,0.24952125549316406,,0.010730147361755371,5.075708031654358e-07,403.3612139225006
1098.0,1763260415.6985898,,435968,-0.002562415786087513,0.005039040464907885,0.0,0.002573080360889435,4978,3.847926200251095e-05,0.15006324648857117,,0.9716635346412659,0.00037959683686494827,403.9418807029724
,1763260415.9950798,500.0,436310,,,,,4981,,,500.0,,,404.23837065696716
1098.0,1763260416.7451842,,437120,0.006550942547619343,0.002424385631456971,0.0,-0.014383137226104736,4989,3.778801692533307e-05,0.1922808587551117,,0.7035928964614868,0.0007528467103838921,404.9884750843048
1098.0,1763260417.2285717,,437632,-2.664141356945038e-05,0.002739995252341032,0.0,0.00012303143739700317,4994,3.7480800529010594e-05,0.18280521035194397,,0.42719054222106934,4.533678293228149e-06,405.47186255455017
1098.0,1763260418.4968555,,439040,0.0003909170627593994,0.004117881879210472,0.0,4.408136010169983e-05,5008,3.663594543468207e-05,0.23816071450710297,,0.929743230342865,6.282702088356018e-05,406.7401463985443
1098.0,1763260418.942923,,439552,0.02194320783019066,0.004443541169166565,0.0,-0.020294535905122757,5013,3.632872540038079e-05,0.25772637128829956,,0.9308956861495972,0.0015834979712963104,407.1862139701843
1098.0,1763260419.2016716,,439808,0.009280739352107048,0.0019871883559972048,0.001953125,0.0011299438774585724,5015,3.617511538323015e-05,0.16233816742897034,,0.9007480144500732,0.0026650577783584595,407.4449625015259
1098.0,1763260421.3894584,,442240,0.004997642710804939,0.002645338885486126,0.0,-0.006335752084851265,5039,3.4715820220299065e-05,0.18459901213645935,,0.2757929563522339,0.0003531668335199356,409.63274931907654
1098.0,1763260424.277357,,445440,0.0002702483907341957,0.002793244319036603,0.0,-0.0014538876712322235,5071,3.2795698643894866e-05,0.16323231160640717,,0.9824855923652649,0.0006646318361163139,412.5206480026245
1098.0,1763260428.535548,,450176,0.0007915180176496506,0.0017470757011324167,0.0,-0.0008786991238594055,5117,2.9953916964586824e-05,0.2295149266719818,,-0.37919342517852783,1.424737274646759e-05,416.77883887290955
1098.0,1763260428.9817855,,450688,-0.00027982983738183975,0.002893144264817238,0.0,0.0003796294331550598,5122,2.9646696930285543e-05,0.17981797456741333,,-0.9793719053268433,3.487803041934967e-06,417.22507643699646
1098.0,1763260429.4548209,,451200,0.0009115543216466904,0.00188737572170794,0.0,0.0008623339235782623,5127,2.9339476895984262e-05,0.2574175298213959,,0.6077816486358643,7.150508463382721e-05,417.69811177253723
,1763260429.4950507,500.0,451310,,,,,5128,,,500.0,,,417.7383415699005
1098.0,1763260430.6068933,,452480,0.0008359178900718689,0.004065361339598894,0.0,-0.002462994307279587,5140,2.8571428629220463e-05,0.22722622752189636,,0.9198985695838928,0.00033562444150447845,418.8501842021942
1098.0,1763260431.1618388,,453120,-0.00020136497914791107,0.001932780840434134,0.0,8.227676153182983e-05,5146,2.8187403586343862e-05,0.0978691428899765,,0.8243635892868042,8.288770914077759e-07,419.4051296710968
1098.0,1763260431.528418,,453504,0.003360336646437645,0.003856847994029522,0.0,-0.003808915615081787,5150,2.79569885606179e-05,0.20446915924549103,,-2.371886730194092,8.117593824863434e-05,419.7717089653015
1098.0,1763260431.6385796,,453632,0.007433701306581497,0.0030381258111447096,0.0,-0.011516362428665161,5151,2.788018355204258e-05,0.16242137551307678,,-0.9251550436019897,0.00044303201138973236,419.88187050819397
,1763260432.6834652,500.0,454810,,,,,5163,,,500.0,,,420.92675614356995
1098.0,1763260432.897517,,455040,0.0016080662608146667,0.005211228970438242,0.0,-0.0031538456678390503,5165,2.7035330276703462e-05,0.14370709657669067,,0.7607493996620178,2.8081238269805908e-05,421.14080786705017
1098.0,1763260435.7733192,,458240,0.0010512126609683037,0.002117744879797101,0.0,-0.0023651868104934692,5196,2.511520688130986e-05,0.2182144820690155,,-0.10231614112854004,8.198712021112442e-05,424.01661014556885
,1763260435.797761,500.0,458310,,,,,5197,,,500.0,,,424.041051864624
1098.0,1763260439.575056,,462464,-8.140411227941513e-05,0.004435807000845671,0.0,0.00012962520122528076,5238,2.25806452363031e-05,0.12747260928153992,,0.8754181861877441,6.239861249923706e-08,427.8183469772339
1099.0,1763260439.6847947,,462592,0.0038570743054151535,0.0028881665784865618,0.0,-0.005309581756591797,5239,2.2503840227727778e-05,0.1834128051996231,,0.45033371448516846,0.00027855299413204193,427.928085565567
1098.0,1763260440.163431,,463104,-0.001165221445262432,0.003097147447988391,0.0,0.0012700781226158142,5244,2.2196620193426497e-05,0.1674305498600006,,-1.2763657569885254,5.113985389471054e-05,428.40672183036804
,1763260440.7456443,500.0,463810,,,,,5251,,,500.0,,,428.9889352321625
1099.0,1763260441.202189,,464256,-0.0035192836076021194,0.00264178728684783,0.0,0.003629922866821289,5255,2.150537693523802e-05,0.24652351438999176,,0.21804970502853394,9.867362678050995e-05,429.44547986984253
1099.0,1763260441.4268274,,464512,-0.0015609366819262505,0.003590316977351904,0.0,0.00198490172624588,5258,2.1351766918087378e-05,0.16623209416866302,,0.3972882032394409,3.1880103051662445e-05,429.6701183319092
1098.0,1763260442.2974691,,465408,-6.202422082424164e-05,141.18603515625,0.0,-1.7059966921806335e-05,5267,2.0814131858060136e-05,0.225405752658844,,0.009848415851593018,3.3307820558547974e-05,430.5407600402832
1098.0,1763260443.5540757,,466816,-0.001031109131872654,0.524787187576294,0.0,-0.0001297593116760254,5281,1.9969278582721017e-05,0.36349207162857056,,0.002476215362548828,1.9026920199394226e-06,431.7973666191101
,1763260445.320532,500.0,468810,,,,,5300,,,500.0,,,433.56382298469543
1099.0,1763260447.3648517,,471040,-0.0009240545332431793,0.0045313346199691296,0.0,0.0013122409582138062,5322,1.7434715118724853e-05,0.15758568048477173,,0.7854855060577393,3.353506326675415e-05,435.6081426143646
1099.0,1763260447.9194794,,471680,0.003887610509991646,0.0034326203167438507,0.0,-0.0041179358959198,5328,1.7050691894837655e-05,0.23745159804821014,,-3.5924477577209473,0.00012156926095485687,436.16277027130127
1099.0,1763260450.7988586,,474880,-0.00043731555342674255,42.886268615722656,0.0,-0.002420831471681595,5360,1.5130568499444053e-05,0.15099889039993286,,0.004386544227600098,2.127327024936676e-05,439.0421495437622
1099.0,1763260451.0199144,,475136,0.0009590983390808105,0.0035631833598017693,0.0,-0.001580832526087761,5362,1.4976958482293412e-05,0.15190280973911285,,0.873317539691925,2.8153881430625916e-05,439.2632052898407
1099.0,1763260453.4532874,,477824,-0.0014686742797493935,34.63149642944336,0.0,0.0008148420602083206,5389,1.336405512120109e-05,0.19844241440296173,,0.00301361083984375,2.0061619579792023e-05,441.69657826423645
1099.0,1763260457.229881,,482048,0.0015466110780835152,0.004173498135060072,0.0,-0.0014521554112434387,5430,1.082949347619433e-05,0.21465113759040833,,0.04366886615753174,7.720012217760086e-05,445.4731719493866
1099.0,1763260458.1493018,,483072,-0.0005623409524559975,0.0028937135357409716,0.0,0.0003660079091787338,5440,1.0215053407591768e-05,0.26399046182632446,,0.8751385807991028,1.484062522649765e-05,446.3925926685333
1099.0,1763260458.2590613,,483200,-0.0001202709972858429,0.0037196942139416933,0.0,0.00020079687237739563,5441,1.0138248399016447e-05,0.23360244929790497,,-0.26182878017425537,1.4379620552062988e-06,446.5023522377014
,1763260458.298693,500.0,483310,,,,,5442,,,500.0,,,446.54198384284973
1099.0,1763260458.372801,,483328,0.0011651962995529175,0.011711002327501774,0.0,0.0010879747569561005,5443,1.0061444299935829e-05,0.16383059322834015,,0.006547391414642334,2.2685155272483826e-05,446.616091966629
1099.0,1763260459.2923481,,484352,0.0007440764456987381,8.420130729675293,0.0,0.00012800097465515137,5453,9.447004231333267e-06,0.12738341093063354,,0.001444399356842041,1.1883676052093506e-05,447.5356390476227
1099.0,1763260459.4031641,,484480,0.0005205962806940079,0.004284820985049009,0.0,-0.0008156727999448776,5454,9.370200132252648e-06,0.09945697337388992,,0.6145012974739075,5.904585123062134e-06,447.64645504951477
1099.0,1763260460.9190514,,486144,-0.00030161812901496887,0.0026617422699928284,0.0,0.0003354940563440323,5470,8.371735930268187e-06,0.3351452052593231,,0.33325082063674927,2.462416887283325e-06,449.1623423099518
1099.0,1763260463.1070096,,488576,0.0014388440176844597,0.0035485040862113237,0.0,-0.0019440501928329468,5494,6.912442586326506e-06,0.2216925323009491,,-0.9018245935440063,1.2516044080257416e-05,451.3503005504608
1099.0,1763260464.480814,,490112,-0.00022435560822486877,0.00356966070830822,0.0,0.0002925992012023926,5509,5.990783392917365e-06,0.1545540690422058,,0.805412769317627,3.1422823667526245e-06,452.7241048812866
1099.0,1763260465.2968462,,491008,-0.00026840995997190475,0.00362345646135509,0.0,0.0002720355987548828,5518,5.453148787637474e-06,0.26984333992004395,,-4.950362682342529,7.478520274162292e-07,453.540137052536
1099.0,1763260466.2295308,,492032,0.00014434568583965302,0.0036853947676718235,0.0,-0.00023028068244457245,5528,4.838709628529614e-06,0.29493898153305054,,0.7138183116912842,9.667128324508667e-07,454.4728217124939
1099.0,1763260466.3415937,,492160,0.0008477168157696724,0.0030896016396582127,0.0,-0.001149505376815796,5529,4.761904619954294e-06,0.18794377148151398,,0.5087703466415405,6.447546184062958e-06,454.5848846435547
,1763260466.4629664,500.0,492310,,,,,5531,,,500.0,,,454.70625734329224
1099.0,1763260469.037823,,495104,3.725290298461914e-09,0.0037445882335305214,0.0,-1.4007091522216797e-06,5558,2.9953916964586824e-06,0.15877753496170044,,-0.8865430355072021,3.725290298461914e-09,457.28111386299133
1099.0,1763260469.2644207,,495360,0.00023732241243124008,36.71111297607422,0.0,0.00011007674038410187,5561,2.8417819066817174e-06,0.2933809161186218,,-0.004148602485656738,2.008862793445587e-06,457.50771164894104
1099.0,1763260470.198242,,496384,3.195367753505707e-05,141.1456298828125,0.0,5.5730342864990234e-06,5571,2.2273425202001818e-06,0.143083393573761,,0.0029268860816955566,3.5390257835388184e-08,458.4415328502655
1099.0,1763260471.2463853,,497536,5.8535486459732056e-05,0.0030784402042627335,0.0,9.728968143463135e-05,5582,1.5360983525170013e-06,0.1705135554075241,,0.941337525844574,1.823529601097107e-06,459.4896762371063
1099.0,1763260471.694574,,498048,-6.0121528804302216e-05,0.002861603396013379,0.0,4.272162914276123e-05,5587,1.2288786592762335e-06,0.20108714699745178,,-1.7620091438293457,9.96515154838562e-08,459.9378650188446
1099.0,1763260472.03066,,498432,4.433095455169678e-06,43.03553009033203,0.0,-7.405877113342285e-06,5591,9.984638609239482e-07,0.15417547523975372,,0.005358755588531494,3.725290298461914e-09,460.2739508152008
1099.0,1763260472.8515465,,499328,-6.03431835770607e-05,0.01104451809078455,0.0,-4.2654573917388916e-07,5600,4.6082948301773285e-07,0.17839805781841278,,0.0026258230209350586,1.3969838619232178e-08,461.0948374271393
