global_step,losses/value_loss,losses/policy_loss,_step,losses/approx_kl,losses/entropy,losses/clipfrac,charts/episodic_length,_runtime,charts/episodic_return,_timestamp,charts/learning_rate,charts/SPS,losses/old_approx_kl,losses/explained_variance
339712,0.006586500443518162,-0.00011846981942653656,3622,0.0006805453449487686,0.25017765164375305,0.0,,502.86004638671875,,1763260536.5116785,9.623655932955444e-05,714.0,0.00047728605568408966,0.9059963822364807
341565,,,3640,,,,500.0,504.7361376285553,500.0,1763260538.3877697,,,,
343168,50.297386169433594,0.0028543323278427124,3656,0.00013851188123226166,0.25786152482032776,0.0,,506.4579744338989,,1763260540.1096065,9.416282409802079e-05,716.0,-0.0006853137165307999,0.0149192214012146
344565,,,3669,,,,500.0,507.8285779953003,500.0,1763260541.48021,,,,
345565,,,3679,,,,500.0,508.9065053462982,500.0,1763260542.5581374,,,,
345984,0.0007611949695274234,-0.0033738836646080017,3683,0.0009035319089889526,0.22227361798286438,0.0,,509.39066767692566,,1763260543.0422997,9.247312118532136e-05,717.0,0.007523706182837486,0.3650040030479431
346065,,,3684,,,,500.0,509.43814492225647,500.0,1763260543.089777,,,,
348800,0.009417787194252014,-0.008022697642445564,3711,0.001275327056646347,0.35217809677124023,0.0,,512.3311915397644,,1763260545.9828236,9.078341099666432e-05,719.0,0.012926023453474045,-0.19905591011047363
349056,0.0004145457351114601,0.0005330946296453476,3713,0.0006124982610344887,0.35040283203125,0.0,,512.6023149490356,,1763260546.253947,9.062980097951367e-05,719.0,0.0009214403107762337,0.502386212348938
349184,149.73963928222656,8.498691022396088e-05,3715,5.17629086971283e-06,0.28577420115470886,0.0,,512.7348942756653,,1763260546.3865263,9.055299597093835e-05,719.0,0.0008970256894826889,0.0028465986251831055
350848,0.0013144058175384998,0.006514549255371094,3731,0.0006241658702492714,0.22587870061397552,0.001953125,,514.4228677749634,,1763260548.0744998,8.955453085945919e-05,720.0,0.005609649233520031,0.4789885878562927
351104,96.62181091308594,0.009143859148025513,3734,0.0002961140125989914,0.32601383328437805,0.0,,514.6732974052429,,1763260548.3249295,8.940092084230855e-05,720.0,0.0028417035937309265,0.0047792792320251465
353280,0.007354676257818937,-0.00012785382568836212,3755,5.895271897315979e-06,0.29670464992523193,0.0,,516.8618130683899,,1763260550.5134451,8.809523569652811e-05,721.0,-0.00041584111750125885,0.6959520578384399
355328,0.0008746098028495908,0.002030104398727417,3775,9.62158665060997e-05,0.24345354735851288,0.0,,518.9819478988647,,1763260552.63358,8.68663628352806e-05,722.0,-0.0006112335249781609,0.9325182437896729
355712,0.004390398971736431,0.010494748130440712,3779,0.0010162834078073502,0.23947806656360626,0.0,,519.3680906295776,,1763260553.0197227,8.663594780955464e-05,723.0,0.006376916542649269,0.9559119343757629
358272,0.008630015887320042,-0.005464367568492889,3804,0.0010783225297927856,0.29545819759368896,0.0,,521.9420304298401,,1763260555.5936625,8.509984763804823e-05,724.0,0.006667664274573326,0.8773916959762573
358565,,,3807,,,,500.0,522.2314178943634,500.0,1763260555.88305,,,,
362624,228.45407104492188,-0.0007407404482364655,3847,4.40254807472229e-05,0.3406006395816803,0.0,,526.2924027442932,,1763260559.9440348,8.248847734648734e-05,726.0,-0.0003025718033313751,0.011666297912597656
365952,0.001066618598997593,-0.0047361403703689575,3879,0.0049949102103710175,0.22634194791316986,0.0078125,,529.6063983440399,,1763260563.2580304,8.049155439948663e-05,728.0,0.02606874145567417,-1.4765925407409668
366336,0.0016058081528171897,-0.006545834243297577,3883,0.001630375161767006,0.318820059299469,0.0,,529.9995551109314,,1763260563.6511872,8.026113937376067e-05,728.0,-0.005232224240899086,0.3756687641143799
366464,0.001138388877734542,-0.001492917537689209,3884,0.0029021762311458588,0.32041335105895996,0.00390625,,530.1172034740448,,1763260563.7688355,8.018433436518535e-05,728.0,0.003910547122359276,0.4931749701499939
366720,0.004600043408572674,-0.006710957735776901,3887,0.000360940583050251,0.319851815700531,0.0,,530.3534419536591,,1763260564.005074,8.003072434803471e-05,729.0,-0.001224554143846035,0.9373034834861755
367104,65.15925598144531,-0.0003627277910709381,3891,1.645553857088089e-05,0.24480076134204865,0.0,,530.7278029918671,,1763260564.379435,7.980030932230875e-05,729.0,0.00023842696100473404,0.005987942218780518
367872,0.0011629293439909816,-0.005404130555689335,3898,0.0002990318462252617,0.3377637565135956,0.0,,531.4808769226074,,1763260565.132509,7.933947927085683e-05,729.0,0.0018985746428370476,-2.1433916091918945
369280,0.006980543956160545,-0.00500115379691124,3912,0.0016394099220633507,0.34031474590301514,0.0,,532.8263781070709,,1763260566.4780102,7.84946241765283e-05,730.0,-0.0011005876585841179,0.45316410064697266
369565,,,3915,,,,500.0,533.1060030460358,500.0,1763260566.757635,,,,
370944,0.001259524142369628,0.003750815987586975,3928,4.536472260951996e-05,0.26956871151924133,0.0,,534.4394433498383,,1763260568.0910754,7.749615906504914e-05,731.0,-0.0031921230256557465,0.6062394380569458
372565,,,3944,,,,500.0,535.9496028423309,500.0,1763260569.601235,,,,
372608,164.69081115722656,-0.003690078854560852,3945,0.0015456443652510643,0.27044135332107544,0.00390625,,536.0464475154877,,1763260569.6980796,7.649769395356998e-05,732.0,-0.007027679122984409,0.0045043230056762695
372736,0.005975054576992989,-0.001648779958486557,3946,0.0002932921051979065,0.33430761098861694,0.0,,536.210497379303,,1763260569.8621294,7.642088894499466e-05,732.0,0.005682721734046936,0.9619195461273193
373565,,,3954,,,,500.0,536.9749114513397,500.0,1763260570.6265435,,,,
374528,0.0011100665433332324,0.0005699456669390202,3963,0.00012095365673303604,0.3205649256706238,0.0,,537.9390285015106,,1763260571.5906606,7.534561882494017e-05,733.0,0.005033970810472965,-0.5938212871551514
375065,,,3969,,,,500.0,538.4607951641083,500.0,1763260572.1124272,,,,
376320,0.003214033553376794,-0.020095989108085632,3981,0.0032761096954345703,0.27570998668670654,0.00390625,,539.6834752559662,,1763260573.3351073,7.42703559808433e-05,734.0,0.021639622747898102,-2.412029981613159
376565,,,3983,,,,500.0,539.8437459468842,500.0,1763260573.495378,,,,
377984,0.0008385186083614826,-0.009883319959044456,3997,0.0012056659907102585,0.3459210991859436,0.0,,541.2936518192291,,1763260574.945284,7.327189086936414e-05,735.0,-0.002870379015803337,-0.9815101623535156
380288,0.008783610537648201,-0.007825341075658798,4020,0.0004292149096727371,0.32323822379112244,0.0,,543.6144540309906,,1763260577.266086,7.188940071500838e-05,736.0,7.625855505466461e-05,0.7993741035461426
384256,0.007482337765395641,0.0015144236385822296,4059,0.0004120348021388054,0.2774341106414795,0.0,,547.520822763443,,1763260581.1724548,6.950844544917345e-05,738.0,-0.0015697767958045006,0.945015549659729
387072,59.5667724609375,-0.006110548973083496,4087,0.0019436487928032875,0.3184673488140106,0.0,,550.430065870285,,1763260584.081698,6.781874253647402e-05,740.0,0.007800857536494732,-0.00026345252990722656
387565,,,4091,,,,500.0,550.8277342319489,500.0,1763260584.4793663,,,,
388992,0.0018943174509331584,-0.00011293590068817139,4105,1.0151416063308716e-05,0.29623258113861084,0.0,,552.2968211174011,,1763260585.9484532,6.666666740784422e-05,741.0,0.001066509634256363,0.6005079746246338
389376,0.002103711012750864,-9.833648800849915e-05,4109,1.1470168828964233e-05,0.3450908958911896,0.0,,552.7158710956573,,1763260586.3675032,6.643625238211825e-05,741.0,0.00011729076504707336,0.16217046976089478
390016,0.0009041359880939126,0.0012982599437236786,4115,3.0467286705970764e-05,0.30664896965026855,0.0,,553.3759672641754,,1763260587.0275993,6.605222733924165e-05,741.0,-0.0012671798467636108,0.16217422485351562
390400,0.0022819535806775093,0.008317811414599419,4119,0.0013071028515696526,0.2752726078033447,0.001953125,,553.7768988609314,,1763260587.428531,6.582181231351569e-05,741.0,0.0020604608580470085,0.08670097589492798
392960,0.001407024567015469,0.0043549127876758575,4144,0.000413576140999794,0.29535067081451416,0.0,,556.2501246929169,,1763260589.9017568,6.428571214200929e-05,743.0,-0.005516713485121727,-0.03596675395965576
393565,,,4150,,,,500.0,556.7953858375549,500.0,1763260590.447018,,,,
395392,0.0014647934585809708,0.0016403347253799438,4168,1.601036638021469e-05,0.3168403208255768,0.0,,558.5746238231659,,1763260592.226256,6.282642425503582e-05,744.0,-0.0014882152900099754,0.5906041860580444
397056,0.0014833677560091019,-0.0036788657307624817,4184,0.00024264119565486908,0.28000208735466003,0.0,,560.3679487705231,,1763260594.0195808,6.182795914355665e-05,745.0,0.008064784109592438,-0.13434338569641113
398065,,,4194,,,,500.0,561.2760608196259,500.0,1763260594.927693,,,,
398565,,,4199,,,,500.0,561.7460246086121,500.0,1763260595.3976567,,,,
401065,,,4224,,,,500.0,564.253523349762,500.0,1763260597.9051554,,,,
401565,,,4229,,,,500.0,564.7278797626495,500.0,1763260598.3795118,,,,
403065,,,4243,,,,500.0,566.1224055290222,500.0,1763260599.7740376,,,,
403328,0.002639172598719597,0.0006150305271148682,4246,1.3348646461963654e-05,0.3364613652229309,0.0,,566.4714524745941,,1763260600.1230845,5.806451736134477e-05,748.0,0.0005446961149573326,0.835013747215271
403968,0.002234572311863303,0.0039612650871276855,4252,0.000608375295996666,0.3395882248878479,0.0,,567.1041769981384,,1763260600.755809,5.768049231846817e-05,748.0,0.0012501459568738937,0.17101162672042847
404096,209.9405517578125,0.00020819902420043945,4254,6.61071389913559e-05,0.359189510345459,0.0,,567.2246305942535,,1763260600.8762627,5.760368730989285e-05,748.0,0.0025714635848999023,0.004158496856689453
404224,0.005933638662099838,-0.0001384429633617401,4255,4.903879016637802e-05,0.3376857042312622,0.0,,567.3744416236877,,1763260601.0260737,5.752688230131753e-05,748.0,0.0013778218999505043,0.9137279987335205
406065,,,4273,,,,500.0,569.0990724563599,500.0,1763260602.7507045,,,,
406400,0.004258104134351015,0.0012051798403263092,4276,0.00048614293336868286,0.27439749240875244,0.0,,569.4675893783569,,1763260603.1192214,5.6221197155537084e-05,749.0,0.006136514246463776,-0.05872988700866699
406528,0.0017290390096604824,0.0010168850421905518,4277,2.9064714908599854e-05,0.26096010208129883,0.0,,569.5901069641113,,1763260603.241739,5.6144392146961764e-05,749.0,-0.002553071826696396,0.4952097535133362
406565,,,4278,,,,500.0,569.6052358150482,500.0,1763260603.256868,,,,
407565,,,4288,,,,500.0,570.586713552475,500.0,1763260604.2383456,,,,
407808,0.007650037761777639,-5.9895217418670654e-05,4290,2.3224391043186188e-05,0.2977448105812073,0.0,,570.8198635578156,,1763260604.4714956,5.537634569918737e-05,750.0,0.0015632854774594307,0.8030115365982056
408064,0.0019161003874614835,0.0002354755997657776,4292,0.00010734330862760544,0.29224973917007446,0.0,,571.0568037033081,,1763260604.7084358,5.522273568203673e-05,750.0,-0.0004549706354737282,0.3355482816696167
410240,0.004408916924148798,-0.006433859467506409,4314,0.000859423540532589,0.3119809031486511,0.0,,573.1555290222168,,1763260606.807161,5.3917050536256284e-05,751.0,0.01481493841856718,0.9637253284454346
410624,124.78209686279297,0.0028322041034698486,4318,0.00037331972271203995,0.2624233067035675,0.0,,573.513180732727,,1763260607.1648128,5.368663551053032e-05,751.0,0.008998976089060307,0.009794890880584717
413565,,,4346,,,,500.0,576.3406233787537,500.0,1763260609.9922554,,,,
415565,,,4366,,,,500.0,578.3515019416809,500.0,1763260612.003134,,,,
416128,440.92449951171875,0.0014399029314517975,4372,0.00027529336512088776,0.32290154695510864,0.0,,578.9233393669128,,1763260612.5749714,5.038402377977036e-05,754.0,0.0007939785718917847,0.006643891334533691
416640,197.6441192626953,0.002303541637957096,4377,0.000712352804839611,0.22968535125255585,0.0,,579.4518368244171,,1763260613.103469,5.007680374546908e-05,754.0,0.007938376627862453,0.006709754467010498
416768,0.007643342018127441,-0.0017852112650871277,4378,1.737195998430252e-05,0.33052414655685425,0.0,,579.5758900642395,,1763260613.2275221,4.999999873689376e-05,754.0,0.0003171907737851143,0.8913645148277283
417664,348.88494873046875,0.001987265422940254,4387,0.00046599190682172775,0.3159109652042389,0.0,,580.4782893657684,,1763260614.1299214,4.9462367314845324e-05,755.0,0.003486250527203083,0.018721699714660645
418565,,,4396,,,,500.0,581.4110240936279,500.0,1763260615.0626562,,,,
420352,0.0049574607983231544,-0.0004556924104690552,4413,6.50063157081604e-07,0.31765902042388916,0.0,,583.1486291885376,,1763260616.8002613,4.78494621347636e-05,756.0,0.00014770589768886566,0.4706646800041199
420565,,,4415,,,,500.0,583.334798336029,500.0,1763260616.9864304,,,,
424704,0.00317154242657125,0.0020935367792844772,4456,7.116328924894333e-05,0.27152734994888306,0.0,,587.4274392127991,,1763260621.0790713,4.523809548118152e-05,758.0,-0.001238546334207058,0.9318520426750183
426112,213.1337890625,0.003343060612678528,4470,0.0004286188632249832,0.30376553535461426,0.0,,588.8065888881683,,1763260622.458221,4.4393240386852995e-05,759.0,-0.011654559522867203,0.011740505695343018
427008,0.002507612342014909,0.00015190616250038147,4478,0.00011711940169334412,0.2886773943901062,0.0,,589.6370289325714,,1763260623.288661,4.385560532682575e-05,759.0,0.003420935943722725,0.43771278858184814
427136,142.1161651611328,-0.0003937259316444397,4480,4.007481038570404e-06,0.3429599404335022,0.0,,589.7895636558533,,1763260623.4411957,4.377880031825043e-05,759.0,-0.00013556238263845444,0.011484861373901367
428416,0.0034247986041009426,0.0008638203144073486,4492,4.203338176012039e-05,0.29285019636154175,0.0,,591.0186965465546,,1763260624.6703286,4.301075387047604e-05,760.0,-9.465310722589493e-05,0.5654683113098145
428800,0.008332839235663414,-0.004221368581056595,4496,0.0004181060940027237,0.3439868688583374,0.0,,591.376177072525,,1763260625.0278091,4.2780338844750077e-05,760.0,-0.006988486275076866,0.0955314040184021
429056,0.002549489727243781,0.002140425145626068,4498,0.00019858404994010925,0.25924453139305115,0.0,,591.6121151447296,,1763260625.2637472,4.2626728827599436e-05,760.0,-0.0046700965613126755,0.02016228437423706
431232,0.004518019035458565,-0.008544564247131348,4520,0.0005263714119791985,0.28770530223846436,0.0,,593.7257454395294,,1763260627.3773775,4.132104368181899e-05,761.0,0.010594158433377743,0.9342108964920044
431488,0.002693550195544958,0.0020771194249391556,4522,0.0001243026927113533,0.27135980129241943,0.0,,593.9967865943909,,1763260627.6484187,4.116743366466835e-05,761.0,0.0038739843294024467,-0.5950233936309814
431616,160.37901306152344,-0.00013325735926628113,4524,6.3730403780937195e-06,0.3456882834434509,0.0,,594.1199491024017,,1763260627.7715812,4.109062865609303e-05,761.0,-0.0008479142561554909,0.010020434856414795
431744,0.006861599627882242,-0.00016465038061141968,4525,4.004687070846558e-06,0.33748021721839905,0.0,,594.2393093109131,,1763260627.8909414,4.101382364751771e-05,761.0,0.0003571901470422745,0.04924553632736206
432000,0.002624605782330036,-0.005142487585544586,4527,0.0009625749662518501,0.2938908338546753,0.0,,594.476699590683,,1763260628.1283317,4.086021363036707e-05,761.0,-0.01156302634626627,0.40196824073791504
432384,0.002378869568929076,5.5324286222457886e-05,4531,6.998982280492783e-05,0.3129085898399353,0.0,,594.833304643631,,1763260628.4849367,4.062979860464111e-05,762.0,0.0019480185583233833,0.38410675525665283
432565,,,4533,,,,500.0,595.0010709762573,500.0,1763260628.652703,,,,
432640,206.4065704345703,-6.587058305740356e-05,4534,7.439218461513519e-05,0.28688037395477295,0.0,,595.109335899353,,1763260628.760968,4.0476192225469276e-05,762.0,-0.0016875043511390686,0.015707015991210938
434816,0.005888876039534807,-0.004474662244319916,4555,0.0004839356988668442,0.25448495149612427,0.0,,597.2979230880737,,1763260630.9495552,3.917050707968883e-05,762.0,0.012918790802359581,0.6310327053070068
435065,,,4557,,,,500.0,597.459547996521,500.0,1763260631.11118,,,,
435565,,,4562,,,,500.0,597.9376955032349,500.0,1763260631.5893276,,,,
436992,0.003512397175654769,-0.012710554525256157,4576,0.0013078749179840088,0.32639744877815247,0.0,,599.4124794006348,,1763260633.0641115,3.786482193390839e-05,763.0,0.015977714210748672,-1.07820463180542
440704,0.0037660030648112297,0.0023721009492874146,4613,0.00020712148398160934,0.288566529750824,0.0,,603.0635190010071,,1763260636.715151,3.563748032320291e-05,765.0,0.0007279692217707634,0.8852226734161377
442065,,,4626,,,,500.0,604.3415718078613,500.0,1763260637.9932039,,,,
443008,0.003995431587100029,-0.005464412271976471,4635,0.0013682981953024864,0.33103707432746887,0.0,,605.3870339393616,,1763260639.038666,3.425499380682595e-05,766.0,0.01226708386093378,-1.4932875633239746
443565,,,4641,,,,500.0,605.9252922534943,500.0,1763260639.5769243,,,,
443904,0.003550306661054492,-8.229166269302368e-05,4644,0.00011854618787765503,0.2557688057422638,0.0,,606.2914679050446,,1763260639.9431,3.371735874679871e-05,766.0,-0.0014169365167617798,0.03974658250808716
445568,366.6885986328125,0.0003178715705871582,4661,1.294352114200592e-05,0.3536652624607086,0.0,,607.9561431407928,,1763260641.6077752,3.2718893635319546e-05,767.0,-0.001029757782816887,0.0032333731651306152
447065,,,4675,,,,500.0,609.4025681018829,500.0,1763260643.0542002,,,,
448640,120.96395874023438,-0.0005162693560123444,4691,5.12516126036644e-05,0.3468060791492462,0.0,,611.0585651397705,,1763260644.7101972,3.087557706749067e-05,768.0,0.00032483693212270737,0.013011753559112549
450560,0.0029795579612255096,-0.001054607331752777,4709,1.1813826858997345e-05,0.3095379173755646,0.0,,612.9865093231201,,1763260646.6381414,2.9723501938860863e-05,769.0,2.5519169867038727e-05,0.8679101467132568
450944,0.004457476083189249,2.9373914003372192e-05,4713,5.5870041251182556e-05,0.29173222184181213,0.0,,613.4023289680481,,1763260647.053961,2.9493086913134903e-05,769.0,-0.0014807619154453278,0.12404996156692505
453504,0.003128726501017809,0.00019051134586334229,4738,2.514757215976715e-05,0.2827860116958618,0.0,,615.8947403430939,,1763260649.5463724,2.79569885606179e-05,770.0,0.0010896269232034683,0.18656665086746216
453565,,,4739,,,,500.0,615.9176645278931,500.0,1763260649.5692966,,,,
453760,0.004515794571489096,-0.00041442736983299255,4741,0.00015325751155614853,0.31536760926246643,0.0,,616.1332454681396,,1763260649.7848775,2.780337854346726e-05,770.0,0.0037796972319483757,0.9360530972480774
454016,0.0038274615071713924,-0.0022154971957206726,4743,6.311852484941483e-05,0.28819751739501953,0.0,,616.3677725791931,,1763260650.0194046,2.7649770345306024e-05,770.0,-0.000231192447245121,0.5408098697662354
455065,,,4754,,,,500.0,617.4014129638672,500.0,1763260651.053045,,,,
456960,0.004897044971585274,-0.0031144246459007263,4772,6.554555147886276e-05,0.3290955424308777,0.0,,619.2410764694214,,1763260652.8927085,2.5883256967063062e-05,772.0,0.0008505890145897865,0.36938023567199707
458368,0.002412230707705021,-0.0006458908319473267,4786,7.904320955276489e-05,0.24970343708992004,0.0,,620.5871829986572,,1763260654.238815,2.503840187273454e-05,772.0,0.0031292252242565155,0.8141787052154541
458496,0.0037441044114530087,0.0009298818185925484,4787,9.221956133842468e-06,0.28933781385421753,0.0,,620.7062153816223,,1763260654.3578475,2.496159686415922e-05,772.0,-0.00040067732334136963,0.3294733762741089
458565,,,4788,,,,500.0,620.7583651542664,500.0,1763260654.4099972,,,,
459392,0.005752377677708864,0.0005632266402244568,4796,0.00012243539094924927,0.2843961715698242,0.0,,621.5757102966309,,1763260655.2273424,2.442396362312138e-05,773.0,0.00019371137022972107,0.5386959314346313
459648,316.277587890625,0.0007073003798723221,4799,1.6923993825912476e-05,0.2207065224647522,0.0,,621.84437084198,,1763260655.496003,2.427035360597074e-05,773.0,-0.0006943736225366592,0.013843059539794922
460416,0.006284693721681833,-0.0031565427780151367,4806,4.77619469165802e-05,0.2528779208660126,0.0,,622.565132856369,,1763260656.216765,2.380952355451882e-05,773.0,-0.0017333682626485825,0.38709336519241333
460672,354.4441223144531,-0.00038452446460723877,4809,7.490534335374832e-05,0.2559855282306671,0.0,,622.8052122592926,,1763260656.4568443,2.365591353736818e-05,773.0,0.001692245714366436,0.014244437217712402
461065,,,4813,,,,500.0,623.1975834369659,500.0,1763260656.8492155,,,,
465024,0.003380940295755863,0.00016830861568450928,4851,3.980286419391632e-05,0.26862913370132446,0.0,,627.0299756526947,,1763260660.6816077,2.1044546883786097e-05,775.0,0.0016162004321813583,-1.2469935417175293
465065,,,4852,,,,500.0,627.0499639511108,500.0,1763260660.701596,,,,
465792,0.005269478540867567,-0.00028712302446365356,4859,2.2470951080322266e-05,0.3331722617149353,0.0,,627.8143837451935,,1763260661.4660158,2.0583716832334176e-05,775.0,0.0009154751896858215,0.27417808771133423
466688,351.3045349121094,-0.0008999034762382507,4868,0.00012663379311561584,0.30963706970214844,0.0,,628.6821281909943,,1763260662.3337603,2.0046083591296338e-05,776.0,-0.001921374350786209,0.012494683265686035
467328,0.0033778680954128504,-0.00040920916944742203,4874,4.312582314014435e-05,0.27974435687065125,0.0,,629.3130323886871,,1763260662.9646645,1.9662058548419736e-05,776.0,0.00010928511619567871,0.4970088005065918
467712,0.004142014775425196,-0.003607034683227539,4878,5.096476525068283e-05,0.2176354080438614,0.0,,629.6715662479401,,1763260663.3231983,1.9431643522693776e-05,776.0,0.003491661511361599,0.7282325625419617
468096,110.22280883789062,-3.141537308692932e-05,4882,1.0058283805847168e-07,0.2340274155139923,0.0,,630.0401949882507,,1763260663.691827,1.9201228496967815e-05,776.0,-3.4226104617118835e-05,0.004087626934051514
471552,0.0036159572191536427,-0.0013740770518779755,4915,0.00010871794074773788,0.28836145997047424,0.0,,633.3550779819489,,1763260667.00671,1.7127496903412975e-05,778.0,0.0017441874369978905,-0.22169780731201172
472064,0.0043439362198114395,-0.0004981756210327148,4920,3.7690624594688416e-06,0.27551981806755066,0.0,,633.8647718429565,,1763260667.516404,1.6820276869111694e-05,778.0,0.0007670419290661812,0.46253371238708496
473216,0.002979772165417671,-0.0025460049510002136,4932,5.166046321392059e-05,0.2508369982242584,0.0,,634.9705426692963,,1763260668.6221747,1.6129031791933812e-05,778.0,0.002371508628129959,0.8642895817756653
473344,0.00337520451284945,-0.0013313107192516327,4933,1.8268823623657227e-05,0.3153141140937805,0.0,,635.0880889892578,,1763260668.739721,1.6052226783358492e-05,778.0,0.00019926950335502625,0.6966918110847473
473984,0.003679560497403145,0.0015116631984710693,4939,1.2726522982120514e-05,0.3032473921775818,0.0,,635.7114849090576,,1763260669.363117,1.5668203559471294e-05,779.0,-0.0010175900533795357,0.4208019971847534
474624,244.41590881347656,-0.00027902331203222275,4946,6.462540477514267e-05,0.2749740481376648,0.0,,636.3126628398895,,1763260669.964295,1.5284178516594693e-05,779.0,0.0005272114649415016,0.0072917938232421875
475392,0.0025320653803646564,-0.0013696234673261642,4953,8.213333785533905e-06,0.26199448108673096,0.0,,637.0864906311035,,1763260670.7381227,1.4823348465142772e-05,779.0,-0.0002470472827553749,0.3290024995803833
475904,0.0032264890614897013,0.000943448394536972,4958,6.577465683221817e-05,0.3183513879776001,0.0,,637.5872185230255,,1763260671.2388506,1.4516129340336192e-05,779.0,-0.0008664866909384727,0.265999436378479
476416,0.004191701300442219,0.0005750656127929688,4963,4.299916326999664e-06,0.2308487594127655,0.0,,638.1507987976074,,1763260671.8024309,1.4208909306034911e-05,780.0,-0.0008750380948185921,-0.2341465950012207
477184,209.11700439453125,-0.0006466768682003021,4971,4.541128873825073e-06,0.28936418890953064,0.0,,638.9103956222534,,1763260672.5620277,1.3748080164077692e-05,780.0,0.00015595927834510803,0.00898832082748413
477312,0.003859216347336769,-0.0009631440043449402,4972,5.587004125118256e-06,0.3599620759487152,0.0,,639.0342562198639,,1763260672.6858883,1.3671275155502371e-05,780.0,0.0003520166501402855,0.5758154988288879
477952,0.004505867138504982,-0.0014721602201461792,4978,0.00023240502923727036,0.2912757694721222,0.0,,639.6279993057251,,1763260673.2796314,1.328725011262577e-05,780.0,-0.00020668748766183853,-0.08317089080810547
478208,0.00200440245680511,0.0007846653461456299,4981,4.759058356285095e-06,0.3215157091617584,0.0,,639.8755788803101,,1763260673.527211,1.3133641004969832e-05,780.0,-0.00018719397485256195,0.9358475804328918
479065,,,4989,,,,500.0,640.6600503921509,500.0,1763260674.3116825,,,,
479565,,,4994,,,,500.0,641.1700122356415,500.0,1763260674.8216443,,,,
481024,0.004048926755785942,0.0006628707051277161,5008,4.323199391365051e-06,0.2103710174560547,0.0,,642.6020827293396,,1763260676.2537148,1.144393263530219e-05,781.0,0.00024617090821266174,0.5261452198028564
481536,0.0053732628002762794,-0.0004412531852722168,5013,1.150369644165039e-05,0.34142693877220154,0.0,,643.0844867229462,,1763260676.7361188,1.1136712601000909e-05,782.0,-0.0016248039901256561,0.1981334090232849
481664,166.91001892089844,-0.0002120397984981537,5015,3.7141144275665283e-06,0.3053893744945526,0.0,,643.2366600036621,,1763260676.888292,1.1059907592425589e-05,782.0,0.000298377126455307,0.013405680656433105
484096,241.01950073242188,0.0005535446107387543,5039,1.4149583876132965e-05,0.25795894861221313,0.0,,645.5677602291107,,1763260679.2193923,9.600614248483907e-06,783.0,0.0001031896099448204,0.0020566582679748535
487424,0.004283283371478319,-7.133837789297104e-05,5071,1.4249235391616821e-06,0.28679051995277405,0.0,,648.7777895927429,,1763260682.4294217,7.603686754009686e-06,784.0,-0.0001676306128501892,0.583042323589325
492065,,,5117,,,,500.0,653.1981074810028,500.0,1763260686.8497396,,,,
492565,,,5122,,,,500.0,653.69588971138,500.0,1763260687.3475218,,,,
493065,,,5127,,,,500.0,654.1633570194244,500.0,1763260687.814989,,,,
493184,141.30555725097656,-7.524341344833374e-05,5128,1.1082738637924194e-06,0.26540815830230713,0.0,,654.2762932777405,,1763260687.9279253,4.147465460846433e-06,786.0,-0.0003028586506843567,0.012946903705596924
494464,0.005961685907095671,-4.1950494050979614e-05,5140,3.0426308512687683e-06,0.3283005654811859,0.0,,655.4989671707153,,1763260689.1505992,3.3794162845879328e-06,787.0,0.0010590674355626106,-0.0277632474899292
495065,,,5146,,,,500.0,656.039642572403,500.0,1763260689.6912746,,,,
495488,0.005304512567818165,-0.00026257336139678955,5150,2.035871148109436e-06,0.2386096566915512,0.0,,656.4794225692749,,1763260690.1310546,2.764976898106397e-06,787.0,-0.0004711616784334183,0.2830198407173157
495565,,,5151,,,,500.0,656.510247707367,500.0,1763260690.1618798,,,,
496768,0.0028142649680376053,-5.982816219329834e-06,5163,3.632158041000366e-08,0.25440776348114014,0.0,,657.6968324184418,,1763260691.3484645,1.9969277218478965e-06,788.0,2.7903355658054352e-05,0.8502146601676941
497024,0.00525256060063839,-0.00013459473848342896,5165,1.0225921869277954e-06,0.296596497297287,0.0,,657.9713251590729,,1763260691.6229572,1.8433179320709314e-06,788.0,2.0075589418411255e-05,0.21194279193878174
