charts/learning_rate,charts/SPS,global_step,losses/clipfrac,_runtime,losses/value_loss,losses/entropy,charts/episodic_return,losses/policy_loss,losses/explained_variance,losses/approx_kl,losses/old_approx_kl,_step,charts/episodic_length,_timestamp
1.5207373508019373e-05,754.0,474752,0.0,656.0577006340027,0.0010985196568071842,0.5990806818008423,,0.0009283497929573059,-0.001741647720336914,1.2073665857315063e-05,0.00023269280791282654,4859,,1763260714.5380898
1.4746543456567451e-05,754.0,475520,0.0,656.7758166790009,0.0015915322583168745,0.5859993696212769,,0.000188436359167099,0.26583755016326904,6.858259439468384e-06,0.0004084929823875427,4867,,1763260715.2562058
1.4669738447992131e-05,754.0,475648,0.0,656.8969974517822,0.0011586019536480308,0.5828198194503784,,-9.760260581970215e-06,-0.024964094161987305,2.1513551473617554e-07,0.00010783132165670395,4868,,1763260715.3773866
1.4285714314610232e-05,754.0,476288,0.0,657.4715597629547,0.0010681888088583946,0.5315845608711243,,0.00012962520122528076,-0.06562089920043945,5.103647708892822e-07,-0.00017510727047920227,4874,,1763260715.951949
1.4055299288884271e-05,754.0,476672,0.0,657.8503584861755,0.0014008830767124891,0.5468888282775879,,-0.000647667795419693,-0.5102722644805908,7.248483598232269e-06,-0.0008992133662104607,4878,,1763260716.3307476
1.3824885172653012e-05,755.0,477056,0.0,658.1944692134857,0.0015906093176454306,0.5976921319961548,,-0.0005988338962197304,-0.048487305641174316,3.497116267681122e-06,0.0005015665665268898,4882,,1763260716.6748583
1.182795676868409e-05,756.0,480384,0.0,661.2992827892303,37.36137771606445,0.5712190866470337,,-0.0005043484270572662,-7.462501525878906e-05,3.458932042121887e-06,-0.00017020665109157562,4915,,1763260719.779672
1.152073764387751e-05,756.0,480896,0.0,661.7600297927856,359.3697204589844,0.5729933381080627,,2.213194966316223e-05,-1.6570091247558594e-05,3.291293978691101e-06,-0.00010458193719387054,4920,,1763260720.240419
1.075268846761901e-05,757.0,482176,0.0,662.947286605835,0.0012818047543987632,0.5810383558273315,,0.00012307055294513702,-0.14429688453674316,6.5676867961883545e-06,0.000912817195057869,4932,,1763260721.4276757
1.0675883459043689e-05,757.0,482304,0.0,663.0999090671539,0.001160401850938797,0.5934423208236694,,-1.3757497072219849e-05,-0.10347926616668701,1.2954697012901306e-06,0.0001901565119624138,4933,,1763260721.5802982
,,482862,,663.5802049636841,,,500.0,,,,,4939,500.0,1763260722.060594
9.907834282785188e-06,758.0,483584,0.0,664.280764579773,0.0013737761182710528,0.5362727046012878,,-0.0003453940153121948,0.39410293102264404,3.118067979812622e-06,-0.00089242123067379,4946,,1763260722.7611537
9.447004231333267e-06,758.0,484352,0.0,664.9697933197021,0.0011269300011917949,0.5718193054199219,,6.371736526489258e-05,0.39946311712265015,1.7443671822547913e-06,-0.00022647809237241745,4953,,1763260723.4501824
,,484862,,665.3930010795593,,,500.0,,,,,4958,500.0,1763260723.8733902
,,485362,,665.8492407798767,,,500.0,,,,,4963,500.0,1763260724.32963
8.371735930268187e-06,759.0,486144,0.0,666.654736995697,0.0012732102768495679,0.5092058777809143,,-0.0003071427345275879,-1.1417925357818604,2.723187208175659e-06,0.0004207305610179901,4971,,1763260725.135126
8.294930921692867e-06,759.0,486272,0.0,666.7674224376678,0.0012213068548589945,0.5541229248046875,,-0.0001786947250366211,-0.15627145767211914,2.1336600184440613e-06,0.0004770001396536827,4972,,1763260725.2478116
,,486862,,667.2908892631531,,,500.0,,,,,4978,500.0,1763260725.7712784
7.757296771160327e-06,759.0,487168,0.0,667.6094462871552,0.0013282245490700006,0.5895453095436096,,-5.827099084854126e-05,-0.09026527404785156,1.3997778296470642e-06,0.00035883579403162,4981,,1763260726.0898354
7.296467174455756e-06,760.0,487936,0.0,668.3357775211334,652.416259765625,0.5971497893333435,,-1.385807991027832e-05,2.9742717742919922e-05,2.635642886161804e-07,-7.083173841238022e-05,4989,,1763260726.8161666
6.989247140154475e-06,760.0,488448,0.0,668.7984130382538,263.50396728515625,0.5950469374656677,,-0.0002474188804626465,0.00015848875045776367,9.369105100631714e-07,0.0004487093538045883,4994,,1763260727.2788022
,,489862,,670.1057522296906,,,500.0,,,,,5008,500.0,1763260728.5861413
5.837173375766724e-06,761.0,490368,0.0,670.6018311977386,582.4992065429688,0.6106483936309814,,0.00010754913091659546,-1.8358230590820312e-05,8.530914783477783e-07,0.00018098019063472748,5013,,1763260729.0822203
5.683563813363435e-06,761.0,490624,0.0,670.8321814537048,0.0014034684281796217,0.5504941940307617,,-0.000386606901884079,0.3176726698875427,3.781169652938843e-07,0.0003386605530977249,5015,,1763260729.3125706
4.224270469421754e-06,762.0,493056,0.0,673.0805706977844,0.0014913608320057392,0.55824875831604,,-0.00013418123126029968,0.12025892734527588,3.045424818992615e-07,-1.2273900210857391e-05,5039,,1763260731.5609598
,,496362,,676.080091714859,,,500.0,,,,,5071,500.0,1763260734.5604808
