global_step,_step,_timestamp,charts/SPS,losses/entropy,losses/value_loss,charts/learning_rate,_runtime,charts/episodic_return,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,charts/episodic_length,losses/clipfrac
477184,5015,1763260706.1612906,747.0,0.5216742157936096,115.33649444580078,1.3748080164077692e-05,676.1976115703583,,8.23289155960083e-07,-5.908682942390442e-05,-0.00013593025505542755,0.000509798526763916,,0.0
479616,5039,1763260708.3386781,748.0,0.4918450713157654,226.33018493652344,1.228878682013601e-05,678.3749990463257,,5.19677996635437e-07,-0.0003631599247455597,-4.338100552558899e-06,0.0013232231140136719,,0.0
482944,5071,1763260711.3181422,750.0,0.467717707157135,0.001945154508575797,1.0291858416167088e-05,681.3544631004333,,1.4385208487510681e-05,-0.0008374303579330444,0.00025720149278640747,-0.14826321601867676,,0.0
487565,5117,1763260715.484349,,,,,685.5206699371338,500.0,,,,,500.0,
488065,5122,1763260715.9211054,,,,,685.9574263095856,500.0,,,,,500.0,
488576,5127,1763260716.405122,753.0,0.4978540241718292,58.433380126953125,6.912442586326506e-06,686.4414429664612,,2.236105501651764e-06,-0.000650547444820404,-0.0004860060289502144,-0.00030934810638427734,,0.0
488704,5128,1763260716.5144496,753.0,0.46386051177978516,0.0015411349013447762,6.835637577751186e-06,686.5507705211639,,5.278736352920532e-06,-0.00035115331411361694,0.00046123191714286804,0.7437593340873718,,0.0
489984,5140,1763260717.6601977,753.0,0.49397215247154236,0.0022032808046787977,6.067588401492685e-06,687.6965186595917,,2.5093555450439453e-05,-0.0016247741878032684,0.001673070713877678,-0.9531750679016113,,0.0
490565,5146,1763260718.1658015,,,,,688.2021224498749,500.0,,,,,500.0,
491008,5150,1763260718.5807683,754.0,0.4655096232891083,0.001812935108318925,5.453148787637474e-06,688.6170892715454,,2.378597855567932e-06,-0.000388074666261673,-0.0003843270242214203,0.11310148239135742,,0.0
491065,5151,1763260718.6026888,,,,,688.6390097141266,500.0,,,,,500.0,
492288,5163,1763260719.7232983,754.0,0.5161028504371643,0.001910608378238976,4.685100066126324e-06,689.7596192359924,,3.1311064958572388e-06,-0.0005024522542953491,-0.00013208016753196716,-0.11491382122039795,,0.0
492544,5165,1763260719.9402359,755.0,0.4967712163925171,0.0018254010938107967,4.531490048975684e-06,689.9765567779541,,9.220093488693237e-08,-9.16607677936554e-06,2.745445817708969e-05,0.6270668506622314,,0.0
495616,5196,1763260722.6822407,756.0,0.4934488832950592,114.51514434814453,2.6881721169047523e-06,692.7185616493225,,5.8673322200775146e-08,-1.3712793588638306e-05,-2.0479783415794373e-06,0.0009242892265319824,,0.0
495744,5197,1763260722.7909296,756.0,0.4982052147388458,0.0015273286262527108,2.611367108329432e-06,692.8272504806519,,6.705522537231445e-08,-8.220970630645752e-05,-2.5333836674690247e-05,0.6350142955780029,,0.0
499968,5238,1763260726.6357539,758.0,0.4349110722541809,0.0022950125858187675,7.68049162047646e-08,696.6720747947693,,4.6566128730773926e-09,2.469867467880249e-06,-1.7872080206871033e-06,-1.19734525680542,,0.0
