global_step,losses/approx_kl,_step,charts/SPS,losses/value_loss,_timestamp,losses/entropy,losses/old_approx_kl,charts/episodic_return,losses/policy_loss,charts/episodic_length,charts/learning_rate,_runtime,losses/explained_variance,losses/clipfrac
336384,0.0092758908867836,4713,1061.0,5.361766852729488e-06,1763260335.0523403,0.1479717344045639,0.017659500241279602,,0.0,,9.823348955251276e-05,324.03632831573486,0.991775631904602,0.07421875
338944,0.008310530334711075,4738,1061.0,4.540925147011876e-06,1763260337.393604,0.31025850772857666,-0.023270947858691216,,0.0,,9.669738938100636e-05,326.377592086792,1.0,0.029296875
338982,,4739,,,1763260337.4100215,,,500.0,,500.0,,326.3940095901489,,
339200,0.005057503469288349,4741,1061.0,0.0003264288534410298,1763260337.6183572,0.1610279083251953,0.035427361726760864,,-0.03437783196568489,,9.654377936385572e-05,326.6023452281952,0.9060890078544617,0.03125
339456,0.0006556324660778046,4743,1061.0,2.8878275770694017e-06,1763260337.840814,0.24747012555599213,-0.002270042896270752,,0.0,,9.639016934670508e-05,326.82480216026306,1.0,0.0
342400,0.001415245234966278,4772,1062.0,3.384222509339452e-06,1763260340.518308,0.13635332882404327,0.016228213906288147,,0.0,,9.462365414947271e-05,329.50229597091675,1.0,0.00390625
343808,0.0006930464878678322,4786,1062.0,1.1223630281165242e-05,1763260341.7864156,0.16192513704299927,0.0013701701536774635,,0.0,,9.377879905514419e-05,330.77040362358093,1.0,0.0
343936,0.0003623887896537781,4787,1062.0,2.3972534108906984e-06,1763260341.8967638,0.26512444019317627,0.0032715480774641037,,0.0,,9.370199404656887e-05,330.8807518482208,1.0,0.0
343982,,4788,,,1763260341.9140956,,,500.0,,500.0,,330.8980836868286,,
344832,0.018728910014033318,4796,1062.0,1.0777857823995873e-06,1763260342.717625,0.3099406361579895,-0.012901589274406433,,-0.014572534710168839,,9.316435898654163e-05,331.70161294937134,0.9603794813156128,0.05859375
346112,0.0029358044266700745,4809,1062.0,0.0002528041077312082,1763260343.8744044,0.18868137896060944,0.0031853634864091873,,-0.015261917375028133,,9.239631617674604e-05,332.8583924770355,0.9896655678749084,0.001953125
346496,0.0005251588299870491,4813,1062.0,0.0008328297408297658,1763260344.2104669,0.09898657351732254,-0.006751551292836666,,0.0016269385814666748,,9.216590115102008e-05,333.194454908371,-7.152557373046875e-07,0.0
350464,0.0005135349929332733,4851,1063.0,2.6543857529759407e-06,1763260347.8258634,0.18493619561195374,3.482401371002197e-05,,0.0,,8.978494588518515e-05,336.80985140800476,1.0,0.0
352768,0.018131285905838013,4874,1063.0,1.1266627552686259e-05,1763260349.9070942,0.21272939443588257,0.017997391521930695,,-0.019218631088733673,,8.840245573082939e-05,338.8910822868347,0.9592488408088684,0.072265625
353152,0.004736674949526787,4878,1063.0,0.00044096127385273576,1763260350.2436671,0.34360581636428833,0.011865613982081413,,-0.014619432389736176,,8.817204070510343e-05,339.227655172348,0.962774932384491,0.009765625
353536,0.0025138631463050842,4882,1063.0,147.75132751464844,1763260350.5806885,0.13694584369659424,0.003261839970946312,,0.0001403018832206726,,8.794162567937747e-05,339.5646765232086,-2.0265579223632812e-06,0.0234375
357482,,4920,,,1763260354.1535468,,,500.0,,500.0,,343.13753485679626,,
358656,0.0016798675060272217,4932,1063.0,0.0002690599940251559,1763260355.27221,0.19974538683891296,0.0034415796399116516,,-0.00976724922657013,,8.486943261232227e-05,344.2561979293823,0.8838114142417908,0.005859375
358784,0.010292427614331245,4933,1063.0,2.25604344450403e-05,1763260355.3837433,0.14520078897476196,0.026808403432369232,,-0.02089374139904976,,8.479262760374695e-05,344.36773133277893,0.7633399367332458,0.03515625
359424,0.0007252823561429977,4939,1064.0,1.83357042260468e-06,1763260355.9437745,0.13169334828853607,0.014615876600146294,,0.0,,8.440860256087035e-05,344.92776250839233,1.0,0.03515625
360064,2.7855858206748962e-06,4946,1064.0,0.001020124414935708,1763260356.5372324,0.11298668384552002,-0.000873328186571598,,0.0007288344204425812,,8.402457751799375e-05,345.52122044563293,-2.0265579223632812e-06,0.0
360832,0.006098457612097263,4953,1064.0,4.025969246868044e-08,1763260357.24118,0.12365812063217163,0.019223609939217567,,-0.0037701316177845,,8.356374746654183e-05,346.22516798973083,0.2132812738418579,0.0234375
361344,0.008869530633091927,4958,1064.0,9.689509170129895e-06,1763260357.6894438,0.12575459480285645,0.003736361861228943,,0.0,,8.325652743224055e-05,346.67343187332153,0.9930616021156311,0.08203125
361856,0.00015011802315711975,4963,1064.0,8.003553375601768e-11,1763260358.1352503,0.16592492163181305,0.0017560739070177078,,0.0,,8.294930739793926e-05,347.11923837661743,1.0,0.0
362624,2.013612538576126e-05,4971,1064.0,0.00015248183626681566,1763260358.8409023,0.1212991252541542,-0.0006554769352078438,,-0.0005899704992771149,,8.248847734648734e-05,347.82489037513733,0.9508509635925293,0.0
362752,0.008735636249184608,4972,1064.0,3.4985925594810396e-05,1763260358.952298,0.14654089510440826,-0.00534924678504467,,-0.03072492778301239,,8.241167233791202e-05,347.9362859725952,0.8702459335327148,0.064453125
363392,0.028312426060438156,4978,1064.0,8.607175914221443e-07,1763260359.5442219,0.3225806653499603,0.11122097074985504,,-0.009035307914018631,,8.202764729503542e-05,348.5282099246979,0.9386650323867798,0.087890625
363648,0.0014101527631282806,4981,1064.0,0.0004464085795916617,1763260359.7682383,0.19004027545452118,0.0062487367540597916,,-0.011040203273296356,,8.187403727788478e-05,348.75222635269165,0.9731298685073853,0.013671875
364482,,4989,,,1763260360.4916058,,,500.0,,500.0,,349.4755938053131,,
364982,,4994,,,1763260360.9338357,,,500.0,,500.0,,349.9178237915039,,
366464,6.670132279396057e-06,5008,1064.0,7.732596714049578e-07,1763260362.2861478,0.2248840630054474,-0.00015149079263210297,,0.0,,8.018433436518535e-05,351.2701358795166,1.0,0.0
366976,0.0009191920980811119,5013,1064.0,4.803432602784596e-07,1763260362.7681053,0.21398703753948212,-0.0002779131755232811,,-0.018193602561950684,,7.987711433088407e-05,351.7520933151245,0.9940865635871887,0.0
367104,0.0030762851238250732,5015,1064.0,147.83949279785156,1763260362.8823524,0.1789061576128006,0.002348121255636215,,0.048150353133678436,,7.980030932230875e-05,351.86634039878845,-4.172325134277344e-06,0.01171875
369536,0.007260523736476898,5039,1065.0,147.79904174804688,1763260365.0685737,0.20305772125720978,0.000790933147072792,,9.624660015106201e-05,,7.834101415937766e-05,354.05256175994873,-2.7418136596679688e-06,0.041015625
372864,0.0027569131925702095,5071,1065.0,8.804951903584879e-06,1763260368.0714808,0.2598552405834198,-0.008208236657083035,,0.0,,7.634408393641934e-05,357.0554687976837,,0.005859375
377482,,5117,,,1763260372.237171,,,500.0,,500.0,,361.22115898132324,,
377984,0.0019585490226745605,5122,1066.0,147.86277770996094,1763260372.6823404,0.20231731235980988,0.0070996396243572235,,0.000908978283405304,,7.327189086936414e-05,361.6663284301758,-1.1920928955078125e-07,0.001953125
378496,4.9659982323646545e-05,5127,1066.0,0.0006595528684556484,1763260373.1627903,0.07196760177612305,-0.0031250230967998505,,0.0010904483497142792,,7.296467083506286e-05,362.14677834510803,-5.960464477539062e-07,0.0
378624,2.8954818844795227e-05,5128,1066.0,0.00022876526054460555,1763260373.274264,0.09781431406736374,0.0008122827857732773,,-0.0012633651494979858,,7.288786582648754e-05,362.25825214385986,0.9824897646903992,0.0
379904,8.847564458847046e-07,5140,1066.0,4.556022759061307e-08,1763260374.4289267,0.08188185840845108,-1.2345612049102783e-05,,0.0,,7.211981574073434e-05,363.4129147529602,1.0,0.0
380482,,5146,,,1763260374.9344172,,,500.0,,500.0,,363.91840529441833,,
380928,2.8493814170360565e-05,5150,1066.0,1.4086253941059113e-08,1763260375.36161,0.24222785234451294,0.00030085351318120956,,0.0,,7.150537567213178e-05,364.3455979824066,1.0,0.0
380982,,5151,,,1763260375.3815897,,,500.0,,500.0,,364.3655776977539,,
382208,0.008832097053527832,5163,1066.0,0.0006559123285114765,1763260376.5205233,0.28865715861320496,0.02332877553999424,,-0.005490271374583244,,7.073732558637857e-05,365.50451135635376,0.8925287127494812,0.021484375
385536,0.0015434809029102325,5196,1066.0,0.0007642158889211714,1763260379.5643294,0.15953484177589417,-0.00416184775531292,,0.0019810982048511505,,6.874040263937786e-05,368.54831743240356,-1.1920928955078125e-06,0.0078125
385664,0.005965420976281166,5197,1066.0,0.0003094640269409865,1763260379.6744456,0.1469307392835617,-0.006095563992857933,,-0.009694221429526806,,6.866359763080254e-05,368.658433675766,0.9524366855621338,0.015625
389888,0.0018774978816509247,5238,1067.0,3.270106390118599e-07,1763260383.5063872,0.15504814684391022,-0.006273042410612106,,0.0,,6.612903234781697e-05,372.49037528038025,1.0,0.01171875
389982,,5239,,,1763260383.5381587,,,500.0,,500.0,,372.52214670181274,,
390482,,5244,,,1763260383.9822583,,,500.0,,500.0,,372.96624636650085,,
391168,0.0008271234109997749,5251,1067.0,0.0002486770390532911,1763260384.6573474,0.18834808468818665,0.006095503456890583,,-0.0002105608582496643,,6.536098226206377e-05,373.6413354873657,0.9220924377441406,0.0
391936,0.00022745970636606216,5258,1067.0,1.862645149230957e-09,1763260385.3622694,0.18999621272087097,-0.0029234858229756355,,0.0,,6.490015221061185e-05,374.3462574481964,1.0,0.0
392832,0.00355549156665802,5267,1067.0,2.6618185074767098e-05,1763260386.140709,0.0914468839764595,0.017496921122074127,,-0.03903055191040039,,6.436251715058461e-05,375.12469696998596,0.5948057174682617,0.0234375
394240,0.003188728354871273,5281,1067.0,1.3212597878009547e-05,1763260387.435756,0.18663153052330017,0.0048090675845742226,,-0.007667848840355873,,6.351766205625609e-05,376.41974401474,0.9810718297958374,0.015625
396160,0.000408390536904335,5300,1067.0,0.0002654001582413912,1763260389.1478224,0.17348630726337433,-0.0019426941871643066,,0.0007783994078636169,,6.23655942035839e-05,378.13181042671204,0.9113247990608215,0.0
398464,0.00017323065549135208,5322,1068.0,3.394670784473419e-07,1763260391.2201447,0.1759108304977417,0.0025109509006142616,,0.0,,6.098310404922813e-05,380.20413279533386,,0.0
398982,,5328,,,1763260391.7077343,,,500.0,,500.0,,380.6917223930359,,
402304,0.00027452223002910614,5360,1068.0,9.104571290663444e-06,1763260394.7140155,0.19839651882648468,0.0043254271149635315,,-0.0050640106201171875,,5.8678953791968524e-05,383.6980035305023,0.9923749566078186,0.0
402482,,5362,,,1763260394.8446915,,,500.0,,500.0,,383.828679561615,,
405248,0.0014460859820246696,5389,1068.0,5.716837404179387e-05,1763260397.359155,0.1498251110315323,0.00254205334931612,,-0.004707902669906616,,5.6912442232714966e-05,386.3431429862976,0.7780448794364929,0.001953125
409472,0.004539776593446732,5430,1069.0,1.019984483718872e-05,1763260401.1944509,0.2971354126930237,0.002070542424917221,,0.0,,5.4377880587708205e-05,390.17843890190125,0.9961315393447876,0.0078125
410496,0.00236401055008173,5441,1069.0,147.71160888671875,1763260402.1261647,0.19853943586349487,0.00016483012586832047,,-0.0003884322941303253,,5.376344051910564e-05,391.11015272140503,-1.3113021850585938e-06,0.00390625
410624,3.6446377635002136e-05,5442,1069.0,0.00039198333979584277,1763260402.2387686,0.191617950797081,0.0023246128112077713,,-0.0008911602199077606,,5.368663551053032e-05,391.2227566242218,0.98894202709198,0.0
410752,0.0005232039839029312,5443,1069.0,7.983359682839364e-05,1763260402.3513117,0.1761760413646698,0.002818666398525238,,-0.009904347360134125,,5.3609830501955e-05,391.3352997303009,0.9570542573928833,0.0
411776,0.0030447645112872124,5453,1069.0,1.6184545529540628e-05,1763260403.2802122,0.18631771206855774,-0.0008787689730525017,,-0.001669902354478836,,5.299539043335244e-05,392.2642002105713,-0.1171875,0.009765625
411904,0.017059827223420143,5454,1069.0,2.963005863421131e-05,1763260403.393558,0.2424609363079071,-0.01859770528972149,,-0.025571824982762337,,5.291858542477712e-05,392.3775460720062,0.9694933891296387,0.07421875
413482,,5470,,,1763260404.8366628,,,500.0,,500.0,,393.82065081596375,,
415982,,5494,,,1763260407.0617173,,,500.0,,500.0,,396.0457053184509,,
417482,,5509,,,1763260408.5017347,,,500.0,,500.0,,397.48572278022766,,
418432,0.00046113505959510803,5518,1069.0,3.771856427192688e-06,1763260409.369965,0.109718918800354,-0.0042504556477069855,,0.0,,4.90015372633934e-05,398.35395312309265,1.0,0.0
419456,0.0012246966361999512,5528,1069.0,5.24125098309014e-05,1763260410.3041694,0.24112944304943085,0.011860795319080353,,0.016567792743444443,,4.838709719479084e-05,399.28815746307373,0.9886147975921631,0.0
419712,0.0007701274007558823,5531,1069.0,0.0002475616929586977,1763260410.5642533,0.14818553626537323,-0.002562886103987694,,-0.0011421144008636475,,4.82334871776402e-05,399.54824137687683,0.798704981803894,0.005859375
422482,,5558,,,1763260413.0112276,,,500.0,,500.0,,401.99521565437317,,
422784,0.00011498946696519852,5561,1069.0,8.755229646340013e-05,1763260413.3203888,0.1407673954963684,0.0016542011871933937,,-0.0022116098552942276,,4.639017060981132e-05,402.30437684059143,0.9431717395782471,0.0
423808,0.0002815183252096176,5571,1069.0,2.5646108042565174e-05,1763260414.2543163,0.13051700592041016,-0.00016631744801998138,,2.714991569519043e-05,,4.577573054120876e-05,403.2383043766022,0.925110936164856,0.0
424960,0.0004214625805616379,5582,1070.0,4.417674426804297e-05,1763260415.2997973,0.20765593647956848,0.004458880051970482,,-0.006397679448127747,,4.508448546403088e-05,404.28378534317017,0.9584711790084839,0.0
425472,0.00022575538605451584,5587,1070.0,5.631751264445484e-05,1763260415.7842927,0.19896505773067474,-0.0004133591428399086,,-0.0021026432514190674,,4.4777265429729596e-05,404.7682807445526,0.9798792600631714,0.0
425856,0.0006099427118897438,5591,1070.0,0.0001027517719194293,1763260416.1200657,0.22814422845840454,-0.0023547066375613213,,0.0029156021773815155,,4.4546850404003635e-05,405.10405373573303,0.8431059122085571,0.0
426752,0.0002668788656592369,5600,1070.0,9.303681872552261e-05,1763260416.9412549,0.20043236017227173,0.0034323567524552345,,-0.001964213326573372,,4.400921534397639e-05,405.9252429008484,0.8085677623748779,0.0
429482,,5627,,,1763260419.3851461,,,500.0,,500.0,,408.36913418769836,,
429696,0.00034082960337400436,5629,1070.0,0.00022361826268024743,1763260419.5953686,0.1255926787853241,0.0027606291696429253,,-0.0038639679551124573,,4.2242703784722835e-05,408.57935667037964,0.7319388389587402,0.0
430982,,5642,,,1763260420.753043,,,500.0,,500.0,,409.7370309829712,,
432000,0.0015860078856348991,5652,1070.0,0.0004996945499442518,1763260421.684375,0.1805267035961151,-0.003681349568068981,,-0.001814601942896843,,4.086021363036707e-05,410.66836309432983,-1.1920928955078125e-06,0.0
434432,0.0012739123776555061,5675,1070.0,1.9142200471833348e-05,1763260423.884318,0.20074573159217834,0.004302755929529667,,0.0,,3.940092210541479e-05,412.86830615997314,1.0,0.00390625
435328,0.0014568185433745384,5684,1070.0,2.0001345546916127e-05,1763260424.7055235,0.22280216217041016,-0.00028809066861867905,,0.0,,3.886328704538755e-05,413.6895115375519,1.0,0.0
435968,0.00274826493114233,5690,1070.0,5.296563540468924e-05,1763260425.3002806,0.216535747051239,-0.00423830933868885,,-0.02355637401342392,,3.847926200251095e-05,414.28426861763,0.9803145527839661,0.0234375
437504,1.4712102711200714e-05,5706,1070.0,0.0003908559156116098,1763260426.68065,0.29706645011901855,0.0006467131897807121,,0.0018922556191682816,,3.755760189960711e-05,415.66463804244995,-1.1920928955078125e-06,0.0
442982,,5759,,,1763260431.5772474,,,500.0,,500.0,,420.56123542785645,,
443520,5.3802505135536194e-05,5765,1071.0,0.0003062634204979986,1763260432.1009693,0.26797056198120117,0.0037521328777074814,,1.516193151473999e-06,,3.394777377252467e-05,421.0849573612213,-1.1920928955078125e-06,0.0
444288,0.0002643028274178505,5772,1071.0,7.278421253431588e-05,1763260432.800974,0.22751222550868988,0.0028416765853762627,,-0.0013755857944488525,,3.348694372107275e-05,421.78496193885803,0.9300699234008789,0.0
446464,6.286520510911942e-05,5793,1071.0,2.5825691409409046e-05,1763260434.766963,0.1407162994146347,-1.693982630968094e-05,,0.0,,3.2181258575292304e-05,423.75095105171204,,0.0
446976,2.7311965823173523e-05,5798,1071.0,1.8953840481117368e-05,1763260435.21622,0.18577168881893158,-0.0006635617464780807,,0.0,,3.187403854099102e-05,424.2002079486847,1.0,0.0
447104,9.831972420215607e-06,5800,1071.0,0.0003384285082574934,1763260435.3301194,0.0902605950832367,0.0012635895982384682,,-0.0014735236763954163,,3.17972335324157e-05,424.3141074180603,-2.5033950805664062e-06,0.0
448512,2.9503367841243744e-05,5814,1071.0,0.00029124037246219814,1763260436.629718,0.20053984224796295,-0.0004691286012530327,,0.00022087804973125458,,3.095238207606599e-05,425.61370611190796,-7.152557373046875e-07,0.0
448768,0.00038557499647140503,5816,1071.0,5.507196328835562e-05,1763260436.8524666,0.10862064361572266,0.002688862383365631,,0.0006949305534362793,,3.079877205891535e-05,425.83645462989807,0.9668145775794983,0.0
448896,0.0016542505472898483,5817,1071.0,7.366998033830896e-05,1763260436.978116,0.08843336254358292,-0.0134192556142807,,-0.024149611592292786,,3.072196705034003e-05,425.96210408210754,0.9639610648155212,0.0078125
449982,,5828,,,1763260437.9347627,,,500.0,,500.0,,426.91875076293945,,
450688,0.0002852603793144226,5835,1071.0,0.00019920410704798996,1763260438.583274,0.16735698282718658,0.0025691017508506775,,-0.0002799108624458313,,2.9646696930285543e-05,427.5672619342804,0.8732389211654663,0.0
453632,0.0002306085079908371,5864,1072.0,0.0001815853756852448,1763260441.239484,0.14507022500038147,0.0021681245416402817,,-0.0022570565342903137,,2.788018355204258e-05,430.2234721183777,0.980485200881958,0.0
455424,0.0016467142850160599,5881,1072.0,6.889105134177953e-05,1763260442.853965,0.18027295172214508,-0.0004799365997314453,,-0.004297524690628052,,2.68049152509775e-05,431.8379530906677,0.8950390815734863,0.0
456982,,5897,,,1763260444.22764,,,500.0,,500.0,,433.2116279602051,,
457482,,5902,,,1763260444.6620529,,,500.0,,500.0,,433.64604091644287,,
459482,,5921,,,1763260446.4119148,,,500.0,,500.0,,435.39590287208557,,
464000,5.705282092094421e-06,5966,1073.0,0.00026091502513736486,1763260450.5151646,0.0979403629899025,-0.0006440207362174988,,5.111470818519592e-05,,2.165898695238866e-05,439.4991526603699,-7.152557373046875e-07,0.0
465152,3.9093196392059326e-05,5977,1073.0,0.0001836722221923992,1763260451.5486832,0.1860569566488266,0.00028125569224357605,,-0.00037246476858854294,,2.0967741875210777e-05,440.53267121315,0.8487391471862793,0.0
466560,8.988752961158752e-05,5991,1073.0,0.00023372330178972334,1763260452.797935,0.12784644961357117,-0.004448441788554192,,0.0009465590119361877,,2.0122888599871658e-05,441.7819230556488,-9.5367431640625e-07,0.0
466816,0.00014583487063646317,5993,1073.0,5.932990461587906e-05,1763260453.017998,0.1462821513414383,0.004228380508720875,,0.0,,1.9969278582721017e-05,442.0019860267639,1.0,0.0
467584,0.00019723735749721527,6001,1073.0,0.00024087526253424585,1763260453.7710896,0.16693681478500366,-0.0029596276581287384,,-0.0005620718002319336,,1.9508448531269096e-05,442.7550776004791,-2.6226043701171875e-06,0.0
468982,,6014,,,1763260454.951823,,,500.0,,500.0,,443.93581104278564,,
469248,0.00024661142379045486,6017,1073.0,0.00010090768046211451,1763260455.245981,0.173826664686203,0.0021186107769608498,,-0.006174493581056595,,1.8509985238779336e-05,444.2299690246582,0.8334018588066101,0.0
470982,,6034,,,1763260456.78377,,,500.0,,500.0,,445.7677581310272,,
471936,0.0006715524941682816,6043,1073.0,6.732999463565648e-05,1763260457.6800673,0.11888322234153748,-0.009325701743364334,,0.0,,1.6897081877687015e-05,446.6640553474426,,0.0
472192,4.036352038383484e-05,6046,1073.0,0.00018334791820961982,1763260457.9018059,0.20901957154273987,0.001006321981549263,,-0.003038313239812851,,1.6743471860536374e-05,446.88579392433167,0.9291589260101318,0.0
472982,,6054,,,1763260458.6075735,,,500.0,,500.0,,447.5915615558624,,
474368,0.001429096795618534,6067,1073.0,9.962471085600555e-05,1763260459.850584,0.1919848769903183,-0.012350532226264477,,-0.020727351307868958,,1.5437788533745334e-05,448.8345720767975,0.9800505042076111,0.0
474496,0.0003449218347668648,6069,1073.0,0.00022059824550524354,1763260459.9626868,0.1807773858308792,0.007767421193420887,,-0.003990702331066132,,1.5360983525170013e-05,448.946674823761,-5.960464477539062e-07,0.0
475264,0.0003252532333135605,6076,1074.0,0.00011205142800463364,1763260460.6590896,0.23063845932483673,-0.000370001420378685,,-0.0018260655924677849,,1.4900153473718092e-05,449.6430776119232,0.9630305171012878,0.0
475648,0.0002066735178232193,6080,1074.0,0.00017151504289358854,1763260460.9909463,0.24299484491348267,0.00406462699174881,,-0.0069541484117507935,,1.4669738447992131e-05,449.9749343395233,0.8747814893722534,0.0
476416,0.0006611905992031097,6087,1074.0,7.704159361310303e-05,1763260461.6948276,0.22712580859661102,0.013922655954957008,,0.0,,1.4208909306034911e-05,450.6788156032562,1.0,0.0
477482,,6098,,,1763260462.606534,,,500.0,,500.0,,451.59052205085754,,
479872,1.7158687114715576e-05,6121,1074.0,9.094130655284971e-05,1763260464.8092692,0.0902298241853714,-0.0014614332467317581,,0.0,,1.213517680298537e-05,453.7932572364807,0.9985557794570923,0.0
480640,0.00013174302875995636,6129,1074.0,0.0001669838820816949,1763260465.4781415,0.17584337294101715,-0.0009906534105539322,,-0.001276351511478424,,1.1674346751533449e-05,454.4621295928955,0.9679096937179565,0.0
481536,1.1538155376911163e-05,6138,1074.0,0.00018567460938356817,1763260466.2977374,0.17664754390716553,0.0009177224710583687,,-0.00011016242206096649,,1.1136712601000909e-05,455.28172540664673,-1.1920928955078125e-06,0.0
482482,,6147,,,1763260467.1310904,,,500.0,,500.0,,456.11507844924927,,
485632,1.1808238923549652e-05,6178,1074.0,0.00015147590602282435,1763260469.9998653,0.16253487765789032,0.0008169496431946754,,-0.0005309060215950012,,8.678955055074766e-06,458.9838533401489,0.9840356111526489,0.0
487482,,6196,,,1763260471.5941813,,,500.0,,500.0,,460.5781693458557,,
487936,1.002475619316101e-05,6200,1075.0,9.273135219700634e-05,1763260472.0392554,0.08263810724020004,0.000849379226565361,,0.0,,7.296467174455756e-06,461.0232434272766,1.0,0.0
493312,1.109205186367035e-06,6253,1075.0,0.00012397010868880898,1763260476.7955816,0.12623216211795807,0.0006363140419125557,,-1.2665987014770508e-07,,4.070660452271113e-06,465.7795696258545,0.9598364233970642,0.0
496640,3.06498259305954e-06,6286,1075.0,0.00014356862811837345,1763260479.7476814,0.17884649336338043,9.822193533182144e-05,,-0.0002612397074699402,,2.0737327304232167e-06,468.73166942596436,0.9348365068435669,0.0
498176,6.100162863731384e-07,6301,1076.0,0.00013954107998870313,1763260481.0839422,0.1658952683210373,6.940867751836777e-05,,-0.00018265843391418457,,1.152073764387751e-06,470.0679302215576,0.922085165977478,0.0
499584,5.21540641784668e-08,6315,1076.0,0.00013752524682786316,1763260482.3146803,0.21048150956630707,-1.4139339327812195e-05,,0.00015036016702651978,,3.072196648190584e-07,471.298668384552,-2.7418136596679688e-06,0.0
