losses/old_approx_kl,losses/value_loss,charts/episodic_length,charts/learning_rate,charts/SPS,losses/policy_loss,losses/explained_variance,_timestamp,global_step,charts/episodic_return,_runtime,_step,losses/entropy,losses/approx_kl,losses/clipfrac
,,500.0,,,,,1763260219.7537704,44790,500.0,129.46761631965637,612,,,
,,128.0,,,,,1763260220.0577433,44918,128.0,129.7715892791748,614,,,
-0.0010204529389739037,106.97703552246094,,0.00027235024026595056,445.0,0.0026465244591236115,0.5037531852722168,1763260223.045163,46208,,132.75900888442993,630,0.544467031955719,0.001021706499159336,0.001953125
-0.0015577618032693863,5.001906394958496,,0.00027196621522307396,446.0,0.002878570929169655,0.8991352319717407,1763260224.3415196,46848,,134.05536556243896,636,0.5536323189735413,6.791576743125916e-05,0.0
-0.0004730643704533577,7.4005513191223145,,0.000271735800197348,446.0,-0.00012417510151863098,0.002407073974609375,1763260225.1297548,47232,,134.84360074996948,640,0.5818271636962891,7.869675755500793e-07,0.0
0.00024816766381263733,239.21243286132812,,0.00027119816513732076,447.0,-0.0007514301687479019,-0.0024442672729492188,1763260227.0462651,48128,,136.76011109352112,650,0.509291410446167,1.473352313041687e-06,0.0
0.008004038594663143,9.076553344726562,,0.00027043011505156755,448.0,0.00033926963806152344,-1.8995616436004639,1763260229.671006,49408,,139.38485193252563,664,0.507483959197998,0.00041937176138162613,0.0
0.005550021305680275,4.952522277832031,,0.00026935484493151307,448.0,-0.0006294324994087219,0.1463525891304016,1763260233.4900813,51200,,143.20392727851868,684,0.5443556904792786,0.00012895464897155762,0.0
0.0008074352517724037,7.329026222229004,,0.0002690476248972118,449.0,-0.0021453574299812317,-0.7689417600631714,1763260234.5545318,51712,,144.2683777809143,689,0.5617165565490723,1.9156374037265778e-05,0.0
0.0003055799752473831,5.514699935913086,,0.00026850998983718455,450.0,5.733966827392578e-05,0.16754627227783203,1763260236.223764,52608,,145.93760991096497,698,0.5711551308631897,3.505498170852661e-06,0.0
0.005115184932947159,368.19586181640625,,0.0002682795748114586,450.0,0.01397230289876461,-0.01333153247833252,1763260237.0096908,52992,,146.72353672981262,702,0.5836034417152405,0.0006404872983694077,0.0
0.001077353022992611,3.314028024673462,,0.0002679723547771573,451.0,0.004524365067481995,0.6595301628112793,1763260238.0361335,53504,,147.7499794960022,707,0.5517396926879883,8.45910981297493e-05,0.0
