global_step,losses/old_approx_kl,losses/approx_kl,charts/learning_rate,losses/entropy,_runtime,charts/episodic_return,losses/value_loss,charts/SPS,losses/policy_loss,_step,_timestamp,losses/explained_variance,losses/clipfrac,charts/episodic_length
482688,0.00019605550915002823,2.9336661100387573e-07,1.0445468433317728e-05,0.5251355171203613,653.4060225486755,,1631.94921875,768.0,9.974092245101929e-05,4978,1763260729.5596826,0.0001157522201538086,0.0,
483072,0.00021490827202796936,2.3096799850463867e-07,1.0215053407591768e-05,0.514051616191864,653.7359185218811,,0.0015836008824408054,768.0,-0.00013107061386108398,4981,1763260729.8895786,0.023665308952331543,0.0,
483840,-4.729442298412323e-05,8.940696716308594e-08,9.754224265634548e-06,0.4484058916568756,654.4377329349518,,0.002305304864421487,769.0,7.398426532745361e-06,4989,1763260730.591393,0.0049285888671875,0.0,
484352,7.88569450378418e-05,5.662441253662109e-07,9.447004231333267e-06,0.4634821116924286,654.8796691894531,,0.0018960062880069017,769.0,-0.00028112903237342834,4994,1763260731.0333292,-0.057527899742126465,0.0,
485760,-9.489338845014572e-05,1.3504177331924438e-07,8.602150955994148e-06,0.46026182174682617,656.1314902305603,,0.00174231780692935,770.0,-9.390711784362793e-05,5008,1763260732.2851503,0.28918886184692383,0.0,
486272,0.00018057506531476974,3.3481046557426453e-06,8.294930921692867e-06,0.49144577980041504,656.6077446937561,,0.0015380525728687644,770.0,-0.0005803145468235016,5013,1763260732.7614048,0.24224573373794556,0.0,
486528,4.7083012759685516e-05,5.920417606830597e-06,8.141320904542226e-06,0.48278123140335083,656.8276443481445,,0.0019409762462601066,770.0,0.00030561909079551697,5015,1763260732.9813044,-0.02493298053741455,0.0,
488960,0.0001015588641166687,7.301568984985352e-07,6.682027560600545e-06,0.4494999051094055,659.0168685913086,,0.0014654611004516482,771.0,3.97413969039917e-05,5039,1763260735.1705287,0.19581979513168335,0.0,
492160,-0.0001231646165251732,2.1886080503463745e-07,4.761904619954294e-06,0.5032092332839966,661.9028360843658,,1495.723876953125,773.0,-0.00010858755558729172,5071,1763260738.0564961,7.534027099609375e-05,0.0,
496896,2.675876021385193e-05,9.313225746154785e-09,1.9201229406462517e-06,0.5041167140007019,666.178915977478,,0.0019605779089033604,775.0,-1.70879065990448e-05,5117,1763260742.332576,-0.1931518316268921,0.0,
497408,-6.428733468055725e-05,4.284083843231201e-08,1.6129032474054839e-06,0.4170747995376587,666.6276366710663,,0.001875012763775885,775.0,-8.225440979003906e-05,5122,1763260742.7812967,0.10640215873718262,0.0,
497920,2.6642344892024994e-05,3.073364496231079e-08,1.305683554164716e-06,0.4203416109085083,667.1646769046783,,0.001813855953514576,775.0,-2.993643283843994e-05,5127,1763260743.318337,-0.037970662117004395,0.0,
498048,-1.4128163456916809e-05,1.30385160446167e-08,1.2288786592762335e-06,0.4704327881336212,667.2767317295074,,0.0016952219884842634,775.0,1.150369644165039e-05,5128,1763260743.4303918,-0.007280707359313965,0.0,
499200,-1.1001713573932648e-05,1.5832483768463135e-08,5.376344347496342e-07,0.49681296944618225,668.3205199241638,,970.3903198242188,776.0,1.5519559383392334e-05,5140,1763260744.47418,0.00014531612396240234,0.0,
499840,6.007030606269836e-07,6.51925802230835e-09,1.536098324095292e-07,0.40220242738723755,668.913079738617,,0.0022798865102231503,776.0,-4.4330954551696777e-07,5146,1763260745.0667398,-0.2698434591293335,0.0,
